iter	PairLogit	AverageGain:top=10
884	0.3497040138	0.417816092
885	0.3495353661	0.4183908046
886	0.3493975009	0.4186781609
887	0.349220996	0.4186781609
888	0.349086771	0.4186781609
889	0.348918889	0.4189655172
890	0.3486779828	0.4183908046
891	0.3484683729	0.4183908046
892	0.3482204028	0.4189655172
893	0.3479295284	0.4195402299
894	0.347673327	0.4189655172
895	0.3474854344	0.4195402299
896	0.3472629577	0.4198275862
897	0.3469548746	0.4195402299
898	0.3465340056	0.4189655172
899	0.3461530003	0.4204022989
900	0.3458797937	0.4195402299
901	0.3457003543	0.4195402299
902	0.3455136776	0.4195402299
903	0.345217872	0.4195402299
904	0.3450425753	0.4195402299
905	0.3449105665	0.4198275862
906	0.344713415	0.4195402299
907	0.3445382498	0.4204022989
908	0.3443374496	0.4201149425
909	0.3440663549	0.4204022989
910	0.3438122673	0.4204022989
911	0.343469655	0.4192528736
912	0.343227457	0.4192528736
913	0.3430507416	0.4201149425
914	0.3427602247	0.4195402299
915	0.3424711022	0.4195402299
916	0.3421979832	0.4198275862
917	0.3418717989	0.4195402299
918	0.3416717719	0.4201149425
919	0.3411962273	0.4201149425
920	0.340845271	0.4201149425
921	0.3406263693	0.4204022989
922	0.340263547	0.4209770115
923	0.3400224009	0.4209770115
924	0.3398426085	0.4209770115
925	0.3395931726	0.4206896552
926	0.3393643159	0.4212643678
927	0.3391655085	0.4209770115
928	0.3388831997	0.4212643678
929	0.3386501933	0.4218390805
930	0.3383663364	0.4206896552
931	0.3381823436	0.4206896552
932	0.3380182297	0.4206896552
933	0.3377468093	0.4215517241
934	0.3375157496	0.4212643678
935	0.3372938421	0.4218390805
936	0.3371184881	0.4221264368
937	0.3369236507	0.4218390805
938	0.3366983846	0.4232758621
939	0.3366085687	0.4232758621
940	0.3365180949	0.4227011494
941	0.3363237877	0.4232758621
942	0.3360526293	0.4224137931
943	0.3357567308	0.4227011494
944	0.3355516338	0.4227011494
945	0.3352186191	0.4229885057
946	0.3349652438	0.4227011494
947	0.3347593641	0.4221264368
948	0.3345482294	0.4227011494
949	0.3342920035	0.4221264368
950	0.3340636177	0.4221264368
951	0.3338216448	0.4212643678
952	0.3335521652	0.4215517241
953	0.3332984431	0.4215517241
954	0.333129374	0.4221264368
955	0.3328800433	0.4224137931
956	0.3325203797	0.4221264368
957	0.3323116074	0.4224137931
958	0.3321158554	0.4224137931
959	0.331901249	0.4221264368
960	0.3317213143	0.4221264368
961	0.3313296066	0.4221264368
962	0.3310530753	0.4221264368
963	0.3308906872	0.4215517241
964	0.3306933054	0.4221264368
965	0.3304368413	0.4221264368
966	0.3301986635	0.4218390805
967	0.3299715788	0.4224137931
968	0.3297246808	0.4224137931
969	0.3295975136	0.4221264368
970	0.3293629302	0.4224137931
971	0.329078402	0.4227011494
972	0.3290102127	0.4227011494
973	0.3287992837	0.4227011494
974	0.3286152046	0.4224137931
975	0.3282752838	0.4221264368
976	0.3279486932	0.4218390805
977	0.3277224666	0.4218390805
978	0.3274913539	0.4221264368
979	0.3273403993	0.4221264368
980	0.3271475808	0.4218390805
981	0.3268050883	0.4224137931
982	0.32653562	0.4221264368
983	0.3264149488	0.4215517241
984	0.3262205338	0.4215517241
985	0.3260673616	0.4215517241
986	0.3258767946	0.4221264368
987	0.3256883794	0.4224137931
988	0.3255327478	0.4229885057
989	0.3252903271	0.4229885057
990	0.3249615636	0.4229885057
991	0.3247169729	0.4232758621
992	0.3244769403	0.4232758621
993	0.3242969175	0.4235632184
994	0.3240901696	0.4232758621
995	0.3238703873	0.4232758621
996	0.3236299264	0.4232758621
997	0.3234285157	0.4232758621
998	0.3231644231	0.4235632184
999	0.322913767	0.4235632184
1000	0.3227624803	0.4235632184
1001	0.3224830477	0.424137931
1002	0.3222831842	0.4232758621
1003	0.3219289683	0.4229885057
1004	0.321755129	0.4229885057
1005	0.3216131562	0.4227011494
1006	0.3215343085	0.4232758621
1007	0.3213254144	0.4229885057
1008	0.3211581371	0.4235632184
1009	0.3209378499	0.425
1010	0.3208043576	0.4255747126
1011	0.3205742399	0.425
1012	0.3203108664	0.4244252874
1013	0.3201703032	0.4244252874
1014	0.320008672	0.4247126437
1015	0.3197561159	0.4247126437
1016	0.3195124455	0.4247126437
1017	0.3192212656	0.425
1018	0.3190170064	0.4255747126
1019	0.3188171606	0.4255747126
1020	0.3186226272	0.4255747126
1021	0.3184130818	0.4252873563
1022	0.3182530007	0.4255747126
1023	0.3180477033	0.4255747126
1024	0.3179191408	0.425862069
1025	0.3177593817	0.425862069
1026	0.3175728771	0.4261494253
1027	0.3173129254	0.4261494253
1028	0.3171310713	0.4255747126
1029	0.3169623038	0.4255747126
1030	0.3168387099	0.425862069
1031	0.3166680667	0.4261494253
1032	0.3163486983	0.4267241379
1033	0.3160678337	0.4267241379
1034	0.3157052945	0.4270114943
1035	0.3155148443	0.4270114943
1036	0.3153072531	0.4264367816
1037	0.3150449754	0.4267241379
1038	0.3148122128	0.4267241379
1039	0.3146425119	0.4267241379
1040	0.314467127	0.4272988506
1041	0.3143144712	0.4270114943
1042	0.314029456	0.4275862069
1043	0.3138442224	0.4275862069
1044	0.3135763189	0.4272988506
1045	0.3133634188	0.4272988506
1046	0.3131374346	0.4272988506
1047	0.3130249372	0.4270114943
1048	0.3127263873	0.4278735632
1049	0.3125752051	0.4278735632
1050	0.3123421616	0.4278735632
1051	0.3121201735	0.4287356322
1052	0.3119702839	0.4281609195
1053	0.3118673511	0.4287356322
1054	0.3116474864	0.4290229885
1055	0.3112047691	0.4295977011
1056	0.3111122997	0.4298850575
1057	0.3109397304	0.4295977011
1058	0.3107262876	0.4287356322
1059	0.3105847086	0.4290229885
1060	0.310311102	0.4290229885
1061	0.3100599663	0.4284482759
1062	0.3097239384	0.4287356322
1063	0.30952066	0.4293103448
1064	0.3093696259	0.4293103448
1065	0.3092048635	0.4293103448
1066	0.3089882212	0.4298850575
1067	0.3087807775	0.4295977011
1068	0.3085982721	0.4293103448
1069	0.3084906051	0.4293103448
1070	0.3083263379	0.4295977011
1071	0.308082283	0.4298850575
1072	0.3079042815	0.4298850575
1073	0.307811255	0.4295977011
1074	0.3075451138	0.4298850575
1075	0.3073712104	0.4298850575
1076	0.3072055164	0.4295977011
1077	0.3069732284	0.4298850575
1078	0.3068275592	0.4298850575
1079	0.3066345036	0.4304597701
1080	0.3064865868	0.4298850575
1081	0.3062358134	0.4307471264
1082	0.3060226896	0.4304597701
1083	0.3057625721	0.4295977011
1084	0.3055201453	0.4290229885
1085	0.3052838987	0.4290229885
1086	0.3050509907	0.4298850575
1087	0.3049178098	0.4298850575
1088	0.3047970849	0.4298850575
1089	0.3046303576	0.4298850575
1090	0.3044537519	0.4301724138
1091	0.3043086124	0.4301724138
1092	0.3041192198	0.4304597701
1093	0.3038227426	0.4310344828
1094	0.3035413548	0.4304597701
1095	0.3033347594	0.4304597701
1096	0.3031664217	0.4301724138
1097	0.3028840114	0.4310344828
1098	0.3027231925	0.4307471264
1099	0.30256059	0.4307471264
1100	0.3023173247	0.4307471264
1101	0.3022223124	0.4307471264
1102	0.3019492391	0.4307471264
1103	0.3016582034	0.4307471264
1104	0.3014899495	0.432183908
1105	0.3013403389	0.4316091954
1106	0.3012220545	0.4316091954
1107	0.3010161381	0.4310344828
1108	0.3008201419	0.4318965517
1109	0.3005361176	0.4318965517
1110	0.3002122482	0.4318965517
1111	0.3000879546	0.432183908
1112	0.2998391519	0.4318965517
1113	0.2996565489	0.4318965517
1114	0.2995134638	0.432183908
1115	0.2992634286	0.432183908
1116	0.2989771261	0.432183908
1117	0.2988997249	0.4318965517
1118	0.2987078858	0.4318965517
1119	0.2985836896	0.4324712644
1120	0.2983239113	0.4324712644
1121	0.2981732732	0.4318965517
1122	0.2979898062	0.432183908
1123	0.2976930438	0.4324712644
1124	0.2975170752	0.4324712644
1125	0.2973890961	0.4324712644
1126	0.2971834105	0.4324712644
1127	0.297025736	0.4324712644
1128	0.296832131	0.4324712644
1129	0.2967130793	0.4324712644
1130	0.2965380555	0.4336206897
1131	0.2964315343	0.4336206897
1132	0.2962783963	0.4336206897
1133	0.2960870932	0.433045977
1134	0.2958406414	0.4333333333
1135	0.2956720619	0.4333333333
1136	0.2954056307	0.4333333333
1137	0.2952466996	0.4336206897
1138	0.2950868185	0.4333333333
1139	0.2948448377	0.433908046
1140	0.2946735031	0.4344827586
1141	0.2944548882	0.4347701149
1142	0.294158098	0.4347701149
1143	0.2939511191	0.4347701149
1144	0.2937584974	0.4350574713
1145	0.2936410665	0.4350574713
1146	0.293414316	0.4350574713
1147	0.2933328767	0.4350574713
1148	0.2931361052	0.4350574713
1149	0.2930363569	0.4350574713
1150	0.2928900546	0.4350574713
1151	0.2927692355	0.4350574713
1152	0.2926146486	0.4350574713
1153	0.2923933008	0.4344827586
1154	0.2922269296	0.4341954023
1155	0.2920895117	0.4341954023
1156	0.2919143343	0.4353448276
1157	0.2917096635	0.4356321839
1158	0.2915466323	0.4353448276
1159	0.2913731205	0.4347701149
1160	0.2911662027	0.4350574713
1161	0.2910144198	0.4353448276
1162	0.2908109766	0.4353448276
1163	0.2906878326	0.4356321839
1164	0.2905407286	0.4370689655
1165	0.2903651516	0.4364942529
1166	0.2901259977	0.4370689655
1167	0.28990465	0.4364942529
1168	0.2897979205	0.4367816092
1169	0.2896381738	0.4367816092
1170	0.2895475507	0.4359195402
1171	0.2893197124	0.4359195402
1172	0.2891556517	0.4359195402
1173	0.2889155824	0.4359195402
1174	0.2886458351	0.4359195402
1175	0.2884932279	0.4359195402
1176	0.2883071825	0.4359195402
1177	0.2880941573	0.4359195402
1178	0.2879350469	0.4362068966
1179	0.2878292851	0.4362068966
1180	0.2876310948	0.4362068966
1181	0.2874948232	0.4362068966
1182	0.2873672369	0.4362068966
1183	0.2872009131	0.4362068966
1184	0.2870048003	0.4364942529
1185	0.286754751	0.4364942529
1186	0.2865677501	0.4364942529
1187	0.2863898868	0.4364942529
1188	0.2862032612	0.4364942529
1189	0.2859410598	0.4367816092
1190	0.2858088722	0.4367816092
1191	0.2856726428	0.4364942529
1192	0.2855768389	0.4364942529
1193	0.2853911974	0.4364942529
1194	0.2852720119	0.4367816092
1195	0.2850744336	0.4370689655
1196	0.2849159809	0.4370689655
1197	0.2847078999	0.4370689655
1198	0.2845517407	0.4373563218
1199	0.2843960285	0.4373563218
1200	0.284285646	0.4373563218
1201	0.284096734	0.4376436782
1202	0.2839607333	0.4376436782
1203	0.2838015626	0.4370689655
1204	0.2836200667	0.4382183908
1205	0.2833958973	0.4382183908
1206	0.2830981501	0.4379310345
1207	0.2829854722	0.4379310345
1208	0.2827906649	0.4382183908
1209	0.2825743627	0.4382183908
1210	0.28234882	0.4382183908
1211	0.2822535835	0.4382183908
1212	0.281978661	0.4382183908
1213	0.2817278383	0.4385057471
1214	0.2816320707	0.4385057471
1215	0.2814522886	0.4385057471
1216	0.2812590017	0.4385057471
1217	0.2810865317	0.4385057471
1218	0.280866159	0.4385057471
1219	0.2806372756	0.4385057471
1220	0.2805258277	0.4385057471
1221	0.2802902973	0.4385057471
1222	0.2800967245	0.4385057471
1223	0.2799970299	0.4385057471
1224	0.2798997531	0.4385057471
1225	0.2797292487	0.4387931034
1226	0.2796064261	0.4387931034
1227	0.2793387371	0.4390804598
1228	0.2791627622	0.4390804598
1229	0.2790658546	0.4390804598
1230	0.2788438161	0.4393678161
1231	0.2787452292	0.4390804598
1232	0.2785995286	0.4390804598
1233	0.2784783362	0.4390804598
1234	0.2782423607	0.4390804598
1235	0.2780381002	0.4387931034
1236	0.2778125288	0.4387931034
1237	0.2777128514	0.4387931034
1238	0.2775104757	0.4390804598
1239	0.2773978067	0.4390804598
1240	0.2772020319	0.4390804598
1241	0.2770354144	0.4393678161
1242	0.2769197017	0.4393678161
1243	0.2766976609	0.4393678161
1244	0.2764746551	0.4393678161
1245	0.2763122777	0.4393678161
1246	0.2761766912	0.4393678161
1247	0.2758782193	0.4390804598
1248	0.2756871355	0.4396551724
1249	0.2755473707	0.4399425287
1250	0.2753736662	0.4399425287
1251	0.2752192914	0.4399425287
1252	0.2750061539	0.4399425287
1253	0.2749045268	0.4399425287
1254	0.2748075033	0.4399425287
1255	0.2746296606	0.4402298851
1256	0.2744415972	0.4402298851
1257	0.2743115997	0.4405172414
1258	0.2741813077	0.4402298851
1259	0.27404017	0.4399425287
1260	0.2739170729	0.4399425287
1261	0.2738124315	0.4402298851
1262	0.2736495058	0.4402298851
1263	0.2735377186	0.4405172414
1264	0.2732566951	0.4405172414
1265	0.2732344017	0.4405172414
1266	0.2731284738	0.4408045977
1267	0.2730478112	0.441091954
1268	0.2729152477	0.441091954
1269	0.2727432445	0.441091954
1270	0.2726329429	0.441091954
1271	0.2724914969	0.441091954
1272	0.2723518982	0.4413793103
1273	0.2722343236	0.4413793103
1274	0.2720759441	0.4413793103
1275	0.2717676911	0.441091954
1276	0.271607067	0.441091954
1277	0.2713696708	0.441091954
1278	0.2711974745	0.4413793103
1279	0.2710100159	0.441091954
1280	0.2707506691	0.4413793103
1281	0.2706350619	0.4413793103
1282	0.2705246392	0.4413793103
1283	0.2702694343	0.4416666667
1284	0.2700311704	0.4413793103
1285	0.2698106506	0.4416666667
1286	0.2696643982	0.441091954
1287	0.2695677803	0.441091954
1288	0.2693569583	0.441091954
1289	0.2691331584	0.4416666667
1290	0.2690048792	0.441954023
1291	0.2687705503	0.4416666667
1292	0.2685891457	0.4425287356
1293	0.2684258802	0.4431034483
1294	0.2683308935	0.4433908046
1295	0.2681981362	0.4433908046
1296	0.2679687105	0.442816092
1297	0.2678353586	0.442816092
1298	0.2676814727	0.442816092
1299	0.2674935784	0.4431034483
1300	0.2673194339	0.4431034483
1301	0.2671950897	0.4431034483
1302	0.2670973655	0.442816092
1303	0.2670065303	0.442816092
1304	0.2668505434	0.442816092
1305	0.2666423452	0.442816092
1306	0.2664806292	0.442816092
1307	0.2663612545	0.442816092
1308	0.2662291247	0.4431034483
1309	0.2661491014	0.442816092
1310	0.26602693	0.442816092
1311	0.2658882936	0.442816092
1312	0.2657672431	0.4431034483
1313	0.2655984109	0.442816092
1314	0.2653062301	0.4431034483
1315	0.2651220208	0.4436781609
1316	0.264977666	0.4436781609
1317	0.2647851298	0.4433908046
1318	0.2647010618	0.4433908046
1319	0.2645511016	0.4433908046
1320	0.2644156096	0.4439655172
1321	0.2642024439	0.4439655172
1322	0.2640397864	0.4436781609
1323	0.263789499	0.4439655172
1324	0.263607328	0.4436781609
1325	0.263432751	0.4439655172
1326	0.2631989982	0.4439655172
1327	0.2631069716	0.4439655172
1328	0.2629353687	0.4442528736
1329	0.2628141432	0.4445402299
1330	0.2626756165	0.4445402299
1331	0.2625270438	0.4445402299
1332	0.2622527963	0.4448275862
1333	0.2621641596	0.4448275862
1334	0.2619705138	0.4448275862
1335	0.2618323149	0.4451149425
1336	0.2616611274	0.4451149425
1337	0.2614798351	0.4451149425
1338	0.2613430055	0.4454022989
1339	0.2611128777	0.4454022989
1340	0.2610169456	0.4454022989
1341	0.2609328048	0.4454022989
1342	0.2607946501	0.4456896552
1343	0.2606055694	0.4451149425
1344	0.260481166	0.4454022989
1345	0.260265286	0.4454022989
1346	0.2601532979	0.4454022989
1347	0.2599866107	0.4451149425
1348	0.2598092539	0.4454022989
1349	0.2596573744	0.4454022989
1350	0.2595391647	0.4454022989
1351	0.2594254794	0.4456896552
1352	0.2592806842	0.4454022989
1353	0.2591611665	0.4454022989
1354	0.2590060816	0.4451149425
1355	0.2589010307	0.4451149425
1356	0.2587462066	0.4459770115
1357	0.258596782	0.4462643678
1358	0.258520937	0.4459770115
1359	0.2584346264	0.4462643678
1360	0.2583258156	0.4462643678
1361	0.2581605578	0.4462643678
1362	0.2580763683	0.4462643678
1363	0.2579556266	0.4462643678
1364	0.257819192	0.4471264368
1365	0.2577080771	0.4474137931
1366	0.2574960257	0.4477011494
1367	0.2573608712	0.4479885057
1368	0.2571546845	0.4477011494
1369	0.2570052124	0.4474137931
1370	0.2568366443	0.4474137931
1371	0.2567193189	0.4474137931
1372	0.2566514788	0.4479885057
1373	0.2565387814	0.4477011494
1374	0.2563613893	0.4477011494
1375	0.2561902317	0.4477011494
1376	0.2560471212	0.4477011494
1377	0.2559667009	0.4477011494
1378	0.2558288341	0.4477011494
1379	0.2556740107	0.4471264368
1380	0.2554635883	0.4477011494
1381	0.255245812	0.4477011494
1382	0.2551040232	0.4477011494
1383	0.2548828434	0.4477011494
1384	0.2547273395	0.4477011494
1385	0.2546265759	0.4479885057
1386	0.2545087945	0.4479885057
1387	0.2543242896	0.4479885057
1388	0.2542495667	0.4479885057
1389	0.2541110891	0.4479885057
1390	0.253964544	0.4479885057
1391	0.2538165103	0.4479885057
1392	0.2537064425	0.4479885057
1393	0.2535241026	0.4479885057
1394	0.2533433385	0.4479885057
1395	0.2531728374	0.4477011494
1396	0.2529598232	0.4477011494
1397	0.2528256388	0.4477011494
1398	0.2527015643	0.4474137931
1399	0.2525863592	0.4474137931
1400	0.2524276108	0.4474137931
1401	0.252285499	0.4477011494
1402	0.2520877223	0.4474137931
1403	0.2519264649	0.4471264368
1404	0.2518478025	0.4477011494
1405	0.2516413348	0.4474137931
1406	0.2515776395	0.4474137931
1407	0.2514577323	0.4474137931
1408	0.2513006786	0.4474137931
1409	0.2510862645	0.4474137931
1410	0.2509857663	0.4479885057
1411	0.2508800097	0.4479885057
1412	0.2507305188	0.4479885057
1413	0.2505910548	0.4479885057
1414	0.2503894235	0.4479885057
1415	0.2502031101	0.4482758621
1416	0.2500621639	0.4482758621
1417	0.2498792211	0.4482758621
1418	0.2497322196	0.4482758621
1419	0.2496420892	0.4482758621
1420	0.2494630343	0.4488505747
1421	0.2493175437	0.4488505747
1422	0.2491287957	0.4488505747
1423	0.2490049015	0.4485632184
1424	0.2489293307	0.4488505747
1425	0.248817023	0.4485632184
1426	0.2486610693	0.4485632184
1427	0.2485299392	0.4485632184
1428	0.2483623435	0.4488505747
1429	0.2482418217	0.4488505747
1430	0.2481476185	0.4488505747
1431	0.2480502393	0.4488505747
1432	0.2478919336	0.4485632184
1433	0.2478016779	0.4488505747
1434	0.2476908	0.4488505747
1435	0.2475815307	0.4488505747
1436	0.2473826041	0.4485632184
1437	0.2472350135	0.4485632184
1438	0.2470644001	0.4485632184
1439	0.2469905044	0.449137931
1440	0.2468454113	0.4494252874
1441	0.2466586855	0.4488505747
1442	0.2464539849	0.4488505747
1443	0.2462856833	0.4488505747
1444	0.2461165481	0.4488505747
1445	0.2459504916	0.4488505747
1446	0.2458193847	0.4488505747
1447	0.2456551199	0.4494252874
1448	0.2455220888	0.4494252874
1449	0.2453359081	0.4494252874
1450	0.2452428656	0.4494252874
1451	0.2451267888	0.4494252874
1452	0.244974028	0.4494252874
1453	0.2447255648	0.4494252874
1454	0.2445896988	0.4497126437
1455	0.2444022265	0.4502873563
1456	0.2442754973	0.4505747126
1457	0.2441632689	0.4505747126
1458	0.2439879174	0.4511494253
1459	0.243829516	0.450862069
1460	0.2437316008	0.450862069
1461	0.2435815495	0.4505747126
1462	0.2434763987	0.4505747126
1463	0.2433028121	0.450862069
1464	0.2431220475	0.450862069
1465	0.2430290894	0.450862069
1466	0.2428413703	0.450862069
1467	0.2427042183	0.4514367816
1468	0.24251923	0.4514367816
1469	0.242374091	0.4514367816
1470	0.2422188176	0.4514367816
1471	0.2420869213	0.4514367816
1472	0.2419040946	0.4511494253
1473	0.2417032754	0.450862069
1474	0.2415005564	0.450862069
1475	0.2413358561	0.450862069
1476	0.2412467163	0.450862069
1477	0.2411134822	0.450862069
1478	0.2408953084	0.4511494253
1479	0.2408325648	0.4505747126
1480	0.2407425627	0.4505747126
1481	0.2405828822	0.4514367816
1482	0.240405046	0.4514367816
1483	0.2403059213	0.4514367816
1484	0.240068725	0.4514367816
1485	0.2400225664	0.4514367816
1486	0.2398787435	0.4514367816
1487	0.2397220038	0.4514367816
1488	0.2395901482	0.4514367816
1489	0.2395103711	0.4514367816
1490	0.2393853413	0.4514367816
1491	0.2393192286	0.4514367816
1492	0.2391400095	0.4514367816
1493	0.2389479413	0.4511494253
1494	0.2387976727	0.4517241379
1495	0.2386683745	0.4514367816
1496	0.2385076451	0.4514367816
1497	0.2383481725	0.4517241379
1498	0.238249962	0.4517241379
1499	0.2380871741	0.4517241379
1500	0.237970191	0.4514367816
1501	0.2378811724	0.4514367816
1502	0.2377720203	0.4514367816
1503	0.2377015088	0.4514367816
1504	0.2376402535	0.4511494253
1505	0.2375003927	0.4511494253
1506	0.2373110518	0.4514367816
1507	0.2372049921	0.4517241379
1508	0.2371062497	0.4520114943
1509	0.2370120364	0.4520114943
1510	0.2368607963	0.4520114943
1511	0.2367318599	0.4522988506
1512	0.236617294	0.4525862069
1513	0.2364561213	0.4520114943
1514	0.2362443769	0.4522988506
1515	0.2361008291	0.4522988506
1516	0.235956799	0.4522988506
1517	0.2358457563	0.4520114943
1518	0.2357207861	0.4517241379
1519	0.2355757517	0.4511494253
1520	0.235482168	0.4514367816
1521	0.2354063996	0.4511494253
1522	0.2352538859	0.4511494253
1523	0.2350699349	0.4511494253
1524	0.2350525852	0.4511494253
1525	0.2348753395	0.4511494253
1526	0.2347135074	0.450862069
1527	0.2344970796	0.450862069
1528	0.2343472811	0.450862069
1529	0.2341441146	0.450862069
1530	0.2340216781	0.4511494253
1531	0.2339066567	0.4511494253
1532	0.2338119606	0.4511494253
1533	0.2336782197	0.4511494253
1534	0.2335163759	0.4511494253
1535	0.2333994834	0.4511494253
1536	0.2333036408	0.4517241379
1537	0.2331256031	0.4525862069
1538	0.2330090362	0.4522988506
1539	0.232876351	0.4522988506
1540	0.2327854698	0.4522988506
1541	0.2326663533	0.4522988506
1542	0.2326031417	0.4525862069
1543	0.2324327014	0.4517241379
1544	0.2322411536	0.4517241379
1545	0.2321631878	0.4520114943
1546	0.2320122712	0.4517241379
1547	0.2319043672	0.4522988506
1548	0.2317779789	0.4531609195
1549	0.2316538604	0.4528735632
1550	0.2315175388	0.4531609195
1551	0.2314320137	0.4534482759
1552	0.2313318343	0.4534482759
1553	0.2311067494	0.4543103448
1554	0.231010371	0.4543103448
1555	0.2308528873	0.4540229885
1556	0.2307342277	0.4543103448
1557	0.2306079865	0.4543103448
1558	0.2303411226	0.4545977011
1559	0.2301971569	0.4540229885
1560	0.2300632665	0.4540229885
1561	0.2299283211	0.4540229885
1562	0.2298359009	0.4540229885
1563	0.2297070817	0.4540229885
1564	0.2295530505	0.4540229885
1565	0.2294654807	0.4543103448
1566	0.2293414659	0.4543103448
1567	0.2292050305	0.4540229885
1568	0.2291094527	0.4540229885
1569	0.2290468391	0.4543103448
1570	0.2288957508	0.4545977011
1571	0.2287674875	0.4545977011
1572	0.2286530089	0.4545977011
1573	0.2285201525	0.4545977011
1574	0.2283919817	0.4545977011
1575	0.2282703803	0.4543103448
1576	0.2281496247	0.4545977011
1577	0.2279852705	0.4543103448
1578	0.2278472117	0.4543103448
1579	0.2275143652	0.4543103448
1580	0.2274193626	0.4543103448
1581	0.227347958	0.4543103448
1582	0.2270852659	0.4543103448
1583	0.2269398124	0.4543103448
1584	0.2267988343	0.4543103448
1585	0.2267190925	0.4540229885
1586	0.2265884695	0.4537356322
1587	0.2264077992	0.4540229885
1588	0.2262669213	0.4543103448
1589	0.2261192845	0.4543103448
1590	0.2259998315	0.4543103448
1591	0.2258417635	0.4545977011
1592	0.2257518676	0.4545977011
1593	0.2256750285	0.4548850575
1594	0.2255530505	0.4548850575
1595	0.2254411169	0.4548850575
1596	0.2253192484	0.4545977011
1597	0.2252274184	0.4545977011
1598	0.2251475536	0.4545977011
1599	0.2250368274	0.4543103448
1600	0.2249370596	0.4545977011
1601	0.2248400215	0.4545977011
1602	0.2247303961	0.4545977011
1603	0.2246107873	0.4540229885
1604	0.224482498	0.4540229885
1605	0.2243716354	0.4540229885
1606	0.2242272474	0.4540229885
1607	0.2241349989	0.4540229885
1608	0.2240198259	0.4534482759
1609	0.2239473902	0.4540229885
1610	0.2238348689	0.4548850575
1611	0.22377686	0.4548850575
1612	0.2236251468	0.4548850575
1613	0.2235167433	0.4548850575
1614	0.22338102	0.4551724138
1615	0.2233287092	0.4551724138
1616	0.2232028298	0.4554597701
1617	0.2231086612	0.4554597701
1618	0.2229916742	0.4551724138
1619	0.2228487672	0.4551724138
1620	0.2227430162	0.4551724138
1621	0.2226175431	0.4551724138
1622	0.2225052727	0.4551724138
1623	0.2224151699	0.4548850575
1624	0.2223061793	0.4545977011
1625	0.2222444715	0.4545977011
1626	0.2221324463	0.4545977011
1627	0.2220224223	0.4545977011
1628	0.2218729394	0.4545977011
1629	0.2217859801	0.4545977011
1630	0.2216472242	0.4548850575
1631	0.2215250248	0.4545977011
1632	0.2214331581	0.4545977011
1633	0.22135603	0.4545977011
1634	0.2211928461	0.4545977011
1635	0.221045772	0.4548850575
1636	0.2209704427	0.4548850575
1637	0.220858859	0.4551724138
1638	0.2207380257	0.4548850575
1639	0.220601363	0.4551724138
1640	0.2204275592	0.4554597701
1641	0.2203462535	0.4554597701
1642	0.2202487422	0.4554597701
1643	0.2201631141	0.4554597701
1644	0.2200369918	0.4554597701
1645	0.2199034391	0.4557471264
1646	0.2197429624	0.4554597701
1647	0.2196155447	0.4557471264
1648	0.2195037545	0.4560344828
1649	0.2193602585	0.4557471264
1650	0.2192411299	0.4557471264
1651	0.2191017296	0.4554597701
1652	0.2190256013	0.4554597701
1653	0.2189653674	0.4554597701
1654	0.2188126017	0.4557471264
1655	0.2187267703	0.4560344828
1656	0.2185483996	0.4560344828
1657	0.2184104897	0.4560344828
1658	0.2183095875	0.4560344828
1659	0.2182413647	0.4563218391
1660	0.2180625396	0.4560344828
1661	0.2179430988	0.4560344828
1662	0.2178239003	0.4560344828
1663	0.217674424	0.4557471264
1664	0.2175844693	0.4560344828
1665	0.2175313104	0.4566091954
1666	0.2174507831	0.4557471264
1667	0.2173173232	0.4557471264
1668	0.2171973293	0.4557471264
1669	0.2170379217	0.4557471264
1670	0.2169434887	0.4557471264
1671	0.2168497287	0.4560344828
1672	0.216792596	0.4563218391
1673	0.2166908316	0.4563218391
1674	0.2166131415	0.4566091954
1675	0.216481604	0.4566091954
1676	0.2163963104	0.4566091954
1677	0.2162761361	0.4566091954
1678	0.2161043889	0.4566091954
1679	0.2160297007	0.4566091954
1680	0.215910184	0.457183908
1681	0.2157840914	0.457183908
1682	0.2156782443	0.4568965517
1683	0.2154726083	0.4563218391
1684	0.2153534075	0.4566091954
1685	0.2152507974	0.4566091954
1686	0.2152060016	0.4563218391
1687	0.2151085884	0.4566091954
1688	0.2149647386	0.4566091954
1689	0.2148471927	0.4563218391
1690	0.214759858	0.4563218391
1691	0.2147068163	0.4568965517
1692	0.2145274598	0.4568965517
1693	0.21440095	0.4568965517
1694	0.21434201	0.4568965517
1695	0.2142461483	0.4568965517
1696	0.2141171179	0.457183908
1697	0.2139976958	0.4563218391
1698	0.2138821736	0.4560344828
1699	0.213733261	0.4566091954
1700	0.2136166602	0.4566091954
1701	0.2134436156	0.4566091954
1702	0.2133362522	0.4566091954
1703	0.2131824378	0.4574712644
1704	0.2130541893	0.4577586207
1705	0.212933733	0.4568965517
1706	0.2128964327	0.4568965517
1707	0.2127664226	0.4566091954
1708	0.212666378	0.4566091954
1709	0.2125543189	0.4566091954
1710	0.2124246908	0.457183908
1711	0.2123362321	0.4577586207
1712	0.2122387617	0.457183908
1713	0.2121038782	0.457183908
1714	0.2119720804	0.4577586207
1715	0.2119016006	0.4583333333
1716	0.2118057645	0.4583333333
1717	0.2116633763	0.4568965517
1718	0.2115816049	0.4568965517
1719	0.2114926991	0.4568965517
1720	0.2113360234	0.4577586207
1721	0.2112500269	0.4577586207
