iter	QueryRMSE	AverageGain:top=10
882	0.1481780316	0.4327586207
883	0.148141625	0.4327586207
884	0.1481240491	0.4327586207
885	0.1480910716	0.433045977
886	0.1480574322	0.4333333333
887	0.1480302544	0.4336206897
888	0.1479977179	0.4336206897
889	0.1479695683	0.4336206897
890	0.1479435434	0.433908046
891	0.1479115594	0.433908046
892	0.1478908307	0.433908046
893	0.1478684913	0.433908046
894	0.1478357797	0.433908046
895	0.1478039493	0.433908046
896	0.1477764498	0.433908046
897	0.1477444032	0.433908046
898	0.1476993453	0.4333333333
899	0.147658078	0.433908046
900	0.147636601	0.4341954023
901	0.1475953687	0.4341954023
902	0.1475734794	0.4333333333
903	0.1475726755	0.4333333333
904	0.1475453842	0.4333333333
905	0.1474983091	0.4333333333
906	0.1474532642	0.433908046
907	0.1474254287	0.433908046
908	0.1474046478	0.4336206897
909	0.1473767809	0.4336206897
910	0.1473540014	0.4333333333
911	0.147324066	0.433045977
912	0.1472913948	0.433045977
913	0.1472483554	0.433045977
914	0.1472179523	0.4333333333
915	0.147196586	0.4336206897
916	0.1471608697	0.4336206897
917	0.1471198825	0.433908046
918	0.1470950631	0.4336206897
919	0.1470750438	0.4336206897
920	0.1470403189	0.4333333333
921	0.147006625	0.4333333333
922	0.146980553	0.4333333333
923	0.1469513634	0.4333333333
924	0.1469277092	0.4336206897
925	0.1469032056	0.433908046
926	0.1468602208	0.4341954023
927	0.146830407	0.4341954023
928	0.1467930563	0.4347701149
929	0.1467671805	0.4347701149
930	0.1467341066	0.4341954023
931	0.1467006783	0.433908046
932	0.1466824165	0.4341954023
933	0.1466572685	0.4341954023
934	0.1466218441	0.4341954023
935	0.1465883089	0.4341954023
936	0.1465653614	0.4341954023
937	0.1465396908	0.4341954023
938	0.1465125361	0.4344827586
939	0.1464884012	0.4344827586
940	0.1464723209	0.4344827586
941	0.1464267795	0.4344827586
942	0.1464261239	0.4344827586
943	0.146396776	0.4344827586
944	0.1463689707	0.4344827586
945	0.1463391579	0.4344827586
946	0.1463151237	0.4344827586
947	0.1462671521	0.4344827586
948	0.1462251224	0.4347701149
949	0.1462028599	0.4344827586
950	0.1462020295	0.4344827586
951	0.1461898346	0.4347701149
952	0.1461607157	0.4344827586
953	0.1461285997	0.4344827586
954	0.1461278321	0.4344827586
955	0.1461024434	0.4347701149
956	0.1460765034	0.4347701149
957	0.1460606083	0.4347701149
958	0.1460371235	0.4347701149
959	0.1460363676	0.4347701149
960	0.1460041686	0.4347701149
961	0.1459671739	0.4347701149
962	0.1459344371	0.4350574713
963	0.145907986	0.4353448276
964	0.1458871982	0.4356321839
965	0.1458449235	0.4353448276
966	0.1458137823	0.4353448276
967	0.1457683597	0.4356321839
968	0.1457478402	0.4356321839
969	0.145715668	0.4356321839
970	0.1456784159	0.4356321839
971	0.1456584362	0.4367816092
972	0.1456359086	0.4367816092
973	0.1455960864	0.4364942529
974	0.1455537785	0.4364942529
975	0.1455204599	0.4364942529
976	0.145492809	0.4367816092
977	0.1454700232	0.4367816092
978	0.1454471212	0.4367816092
979	0.1454170498	0.4364942529
980	0.1453886364	0.4364942529
981	0.1453547571	0.4364942529
982	0.1453323564	0.4364942529
983	0.1453110705	0.4364942529
984	0.1452836113	0.4364942529
985	0.1452829174	0.4364942529
986	0.1452596969	0.4364942529
987	0.1452270367	0.4370689655
988	0.14520599	0.4370689655
989	0.1451883908	0.4370689655
990	0.1451653897	0.4376436782
991	0.1451388797	0.4373563218
992	0.1451176896	0.4373563218
993	0.1450934181	0.4373563218
994	0.1450660693	0.4373563218
995	0.1450390705	0.4367816092
996	0.1450085774	0.4370689655
997	0.1449692078	0.4370689655
998	0.1449418884	0.4364942529
999	0.144921046	0.4370689655
1000	0.1448922303	0.4373563218
1001	0.1448564273	0.4385057471
1002	0.1448246992	0.4387931034
1003	0.1448076377	0.4390804598
1004	0.1447847638	0.4390804598
1005	0.14476979	0.4390804598
1006	0.1447389578	0.4390804598
1007	0.1447070755	0.4390804598
1008	0.1446850379	0.4390804598
1009	0.1446566174	0.4390804598
1010	0.1446378107	0.4390804598
1011	0.1446117483	0.4390804598
1012	0.144593923	0.4390804598
1013	0.1445615969	0.4390804598
1014	0.1445372055	0.4396551724
1015	0.1445084626	0.4396551724
1016	0.1444860187	0.4396551724
1017	0.1444624798	0.4396551724
1018	0.1444348358	0.4399425287
1019	0.1444151812	0.4399425287
1020	0.1443951473	0.4402298851
1021	0.1443703645	0.4405172414
1022	0.1443441656	0.4408045977
1023	0.1443159253	0.441091954
1024	0.1443021219	0.441091954
1025	0.1442777701	0.441091954
1026	0.1442517921	0.4405172414
1027	0.1442120047	0.4405172414
1028	0.1441963967	0.4405172414
1029	0.1441694007	0.4402298851
1030	0.1441330801	0.4402298851
1031	0.1441088847	0.4402298851
1032	0.1440921806	0.4402298851
1033	0.144062942	0.4402298851
1034	0.1440505138	0.4402298851
1035	0.1440099959	0.4402298851
1036	0.1439905244	0.4402298851
1037	0.1439648376	0.4405172414
1038	0.1439367167	0.4405172414
1039	0.1439158273	0.441091954
1040	0.1439041988	0.441091954
1041	0.1438766503	0.441091954
1042	0.1438469659	0.4408045977
1043	0.1438177859	0.4408045977
1044	0.1437869409	0.4408045977
1045	0.1437603037	0.4408045977
1046	0.1437301644	0.4408045977
1047	0.1437024964	0.4408045977
1048	0.1436843088	0.4408045977
1049	0.1436569836	0.4405172414
1050	0.1436376703	0.4405172414
1051	0.1436081867	0.4413793103
1052	0.1435757874	0.4413793103
1053	0.1435532238	0.4413793103
1054	0.1435223952	0.4413793103
1055	0.1434926171	0.4413793103
1056	0.143470213	0.4413793103
1057	0.143443191	0.4416666667
1058	0.1434204185	0.4416666667
1059	0.1434058162	0.4416666667
1060	0.1433853029	0.4413793103
1061	0.1433697013	0.4413793103
1062	0.1433467818	0.441091954
1063	0.1433187098	0.4413793103
1064	0.143301418	0.4413793103
1065	0.1432748126	0.4416666667
1066	0.143258433	0.4416666667
1067	0.1432313993	0.4413793103
1068	0.1431828731	0.4413793103
1069	0.1431553745	0.4416666667
1070	0.1431294059	0.4416666667
1071	0.1430942964	0.4413793103
1072	0.1430792187	0.4413793103
1073	0.1430514391	0.4416666667
1074	0.1430330615	0.4416666667
1075	0.1430158061	0.4416666667
1076	0.1429932343	0.4416666667
1077	0.1429666904	0.441954023
1078	0.1429465598	0.441954023
1079	0.1429355198	0.441954023
1080	0.1429082853	0.4422413793
1081	0.1428877504	0.4422413793
1082	0.1428725525	0.4422413793
1083	0.1428563225	0.4422413793
1084	0.1428368998	0.441954023
1085	0.1428054084	0.441954023
1086	0.1427807327	0.4422413793
1087	0.1427630274	0.4422413793
1088	0.1427505911	0.441954023
1089	0.1427189588	0.4422413793
1090	0.1426793451	0.4416666667
1091	0.1426584761	0.4416666667
1092	0.1426328912	0.4425287356
1093	0.1426236168	0.4422413793
1094	0.1425988931	0.4425287356
1095	0.1425674486	0.4425287356
1096	0.1425410911	0.4422413793
1097	0.1425185729	0.441954023
1098	0.1424832526	0.441954023
1099	0.1424527913	0.4416666667
1100	0.1424257815	0.4413793103
1101	0.1423996291	0.4425287356
1102	0.1423819982	0.4425287356
1103	0.1423667397	0.4425287356
1104	0.1423423821	0.4425287356
1105	0.1423281985	0.442816092
1106	0.1423130351	0.442816092
1107	0.1422869876	0.442816092
1108	0.1422646508	0.442816092
1109	0.1422406611	0.442816092
1110	0.1422040796	0.441954023
1111	0.1421815206	0.4431034483
1112	0.1421807979	0.4431034483
1113	0.1421800872	0.4431034483
1114	0.1421512181	0.4431034483
1115	0.1421295004	0.4422413793
1116	0.1420870865	0.4431034483
1117	0.1420590485	0.4433908046
1118	0.1420399234	0.4433908046
1119	0.1420204796	0.4431034483
1120	0.1419990159	0.4431034483
1121	0.1419831281	0.4431034483
1122	0.1419592457	0.4433908046
1123	0.1419369537	0.4433908046
1124	0.1419123638	0.4433908046
1125	0.1418912065	0.442816092
1126	0.141861846	0.4425287356
1127	0.1418332653	0.4425287356
1128	0.1418045463	0.4431034483
1129	0.1417756886	0.4431034483
1130	0.1417449111	0.4433908046
1131	0.1417207196	0.4433908046
1132	0.1416961483	0.4436781609
1133	0.141670021	0.4433908046
1134	0.1416478035	0.4436781609
1135	0.1416168128	0.4436781609
1136	0.1415992577	0.4436781609
1137	0.1415763159	0.4445402299
1138	0.1415593726	0.4442528736
1139	0.141540667	0.4442528736
1140	0.1415075584	0.4448275862
1141	0.141488655	0.4448275862
1142	0.1414670641	0.4454022989
1143	0.1414390654	0.4451149425
1144	0.1414106066	0.4451149425
1145	0.1413849841	0.4451149425
1146	0.1413609062	0.4454022989
1147	0.1413427002	0.4454022989
1148	0.1413199298	0.4451149425
1149	0.1412910924	0.4451149425
1150	0.141270694	0.4451149425
1151	0.1412701169	0.4451149425
1152	0.1412314758	0.4454022989
1153	0.1412128147	0.4456896552
1154	0.1411956298	0.4456896552
1155	0.1411692407	0.4456896552
1156	0.1411467985	0.4456896552
1157	0.1411224286	0.4456896552
1158	0.1410915567	0.4456896552
1159	0.1410659147	0.4456896552
1160	0.1410465395	0.4456896552
1161	0.141027367	0.4456896552
1162	0.1410091239	0.4456896552
1163	0.1409874609	0.4459770115
1164	0.1409759549	0.4459770115
1165	0.1409611428	0.4462643678
1166	0.1409468756	0.4462643678
1167	0.1409283694	0.4465517241
1168	0.1408985312	0.4471264368
1169	0.1408732403	0.4471264368
1170	0.1408546965	0.4468390805
1171	0.1408278331	0.4468390805
1172	0.1407951669	0.4462643678
1173	0.1407594492	0.4462643678
1174	0.1407378762	0.4465517241
1175	0.1407150304	0.4465517241
1176	0.1407044508	0.4465517241
1177	0.1406812379	0.4465517241
1178	0.1406619512	0.4465517241
1179	0.1406340858	0.4465517241
1180	0.1406129906	0.4468390805
1181	0.1405998072	0.4468390805
1182	0.1405768356	0.4465517241
1183	0.140549618	0.4468390805
1184	0.1405238016	0.4468390805
1185	0.140504579	0.4471264368
1186	0.1404817971	0.4471264368
1187	0.1404610545	0.4471264368
1188	0.1404387271	0.4468390805
1189	0.1404207974	0.4471264368
1190	0.1403992412	0.4471264368
1191	0.1403763202	0.4471264368
1192	0.1403586449	0.4471264368
1193	0.1403303776	0.4471264368
1194	0.1402979817	0.4471264368
1195	0.1402848171	0.4477011494
1196	0.1402653424	0.4477011494
1197	0.1402439933	0.4477011494
1198	0.140208899	0.4471264368
1199	0.1401797564	0.4474137931
1200	0.1401544371	0.4471264368
1201	0.140120813	0.4471264368
1202	0.1400974131	0.4471264368
1203	0.1400667934	0.4471264368
1204	0.1400545838	0.4474137931
1205	0.1400311841	0.4474137931
1206	0.140020066	0.4471264368
1207	0.1399916513	0.4477011494
1208	0.1399625057	0.4477011494
1209	0.1399379718	0.4477011494
1210	0.1398909526	0.4474137931
1211	0.1398596165	0.4477011494
1212	0.1398411191	0.4477011494
1213	0.139821173	0.4477011494
1214	0.1397971126	0.4477011494
1215	0.1397712537	0.4474137931
1216	0.1397643667	0.4474137931
1217	0.1397186602	0.4474137931
1218	0.139693328	0.4479885057
1219	0.1396672743	0.4479885057
1220	0.1396462543	0.4479885057
1221	0.1396242988	0.4479885057
1222	0.1395999905	0.4479885057
1223	0.1395808904	0.4479885057
1224	0.1395611187	0.4479885057
1225	0.1395326227	0.4479885057
1226	0.1395118161	0.4479885057
1227	0.139494586	0.4479885057
1228	0.1394740108	0.4482758621
1229	0.1394337654	0.4479885057
1230	0.1394159637	0.4479885057
1231	0.1393927736	0.4482758621
1232	0.1393634571	0.4482758621
1233	0.1393392105	0.4482758621
1234	0.1393090075	0.4485632184
1235	0.1392902005	0.4485632184
1236	0.139267482	0.4485632184
1237	0.1392459009	0.449137931
1238	0.1392161521	0.4494252874
1239	0.1391859123	0.4494252874
1240	0.1391580937	0.4497126437
1241	0.1391306179	0.4494252874
1242	0.1391014156	0.4494252874
1243	0.1390742149	0.4494252874
1244	0.1390508451	0.4494252874
1245	0.1390293693	0.4494252874
1246	0.1390055058	0.449137931
1247	0.1389869491	0.449137931
1248	0.138971172	0.449137931
1249	0.1389439803	0.4494252874
1250	0.1389432799	0.4494252874
1251	0.1389139675	0.4494252874
1252	0.1388929043	0.4497126437
1253	0.1388640623	0.4494252874
1254	0.138840562	0.4494252874
1255	0.1388168317	0.4494252874
1256	0.1387905885	0.45
1257	0.1387698542	0.45
1258	0.1387426184	0.45
1259	0.1387173757	0.4502873563
1260	0.1386761435	0.4502873563
1261	0.1386360539	0.45
1262	0.1386175616	0.45
1263	0.1385959634	0.45
1264	0.1385680704	0.45
1265	0.1385453227	0.45
1266	0.1385231687	0.45
1267	0.138503714	0.45
1268	0.1384874124	0.45
1269	0.1384690115	0.45
1270	0.1384405194	0.45
1271	0.13841824	0.45
1272	0.1383915286	0.45
1273	0.138362328	0.45
1274	0.1383391606	0.45
1275	0.1383385176	0.45
1276	0.1383100376	0.45
1277	0.13828793	0.45
1278	0.1382578201	0.45
1279	0.1382437494	0.45
1280	0.1382069616	0.45
1281	0.1381781689	0.45
1282	0.1381444928	0.4502873563
1283	0.1381252182	0.4502873563
1284	0.1381140936	0.4502873563
1285	0.1380845871	0.450862069
1286	0.1380583117	0.450862069
1287	0.138041464	0.450862069
1288	0.138023631	0.450862069
1289	0.1379912374	0.4505747126
1290	0.1379674163	0.4514367816
1291	0.1379626186	0.4514367816
1292	0.1379387282	0.4517241379
1293	0.1379112703	0.4514367816
1294	0.1378824994	0.4517241379
1295	0.1378530437	0.4520114943
1296	0.1378256732	0.4520114943
1297	0.1378054139	0.4520114943
1298	0.1377779383	0.4520114943
1299	0.1377511555	0.4520114943
1300	0.1377320729	0.4522988506
1301	0.1377314695	0.4522988506
1302	0.1376980319	0.4520114943
1303	0.1376740891	0.4520114943
1304	0.1376453879	0.4520114943
1305	0.1376242276	0.4520114943
1306	0.1375972016	0.4520114943
1307	0.1375686243	0.4520114943
1308	0.1375598751	0.4520114943
1309	0.1375414188	0.4520114943
1310	0.1375131361	0.4522988506
1311	0.1375020868	0.4522988506
1312	0.1374847041	0.4522988506
1313	0.1374558068	0.4528735632
1314	0.1374350701	0.4528735632
1315	0.1374129288	0.4528735632
1316	0.1373911152	0.4528735632
1317	0.1373755243	0.4528735632
1318	0.1373548493	0.4528735632
1319	0.137345527	0.4528735632
1320	0.137320039	0.4531609195
1321	0.1373028945	0.4528735632
1322	0.1372835465	0.4528735632
1323	0.1372640271	0.4534482759
1324	0.1372456594	0.4534482759
1325	0.1372198983	0.4537356322
1326	0.1371991258	0.4537356322
1327	0.1371829548	0.4537356322
1328	0.1371697336	0.4537356322
1329	0.1371691693	0.4537356322
1330	0.1371519653	0.4537356322
1331	0.1371337551	0.4537356322
1332	0.1371174985	0.4534482759
1333	0.1370964598	0.4534482759
1334	0.1370740566	0.4534482759
1335	0.137050433	0.4537356322
1336	0.1370251512	0.4534482759
1337	0.1369970858	0.4534482759
1338	0.1369717387	0.4537356322
1339	0.1369404456	0.4534482759
1340	0.1369148901	0.4537356322
1341	0.1368820948	0.4537356322
1342	0.1368646231	0.4537356322
1343	0.1368488208	0.4537356322
1344	0.1368176826	0.4540229885
1345	0.1367891966	0.4540229885
1346	0.1367595449	0.4540229885
1347	0.1367340528	0.4537356322
1348	0.1367072267	0.4537356322
1349	0.136682519	0.4540229885
1350	0.1366602414	0.4540229885
1351	0.1366451896	0.4540229885
1352	0.1366092393	0.4537356322
1353	0.1365925029	0.4537356322
1354	0.136573848	0.4537356322
1355	0.1365533583	0.4537356322
1356	0.1365331949	0.4537356322
1357	0.1365150759	0.4543103448
1358	0.1364932798	0.4543103448
1359	0.1364738011	0.4543103448
1360	0.1364541025	0.4543103448
1361	0.1364341046	0.4543103448
1362	0.1364128546	0.4548850575
1363	0.1363942459	0.4551724138
1364	0.1363703815	0.4557471264
1365	0.1363418191	0.4557471264
1366	0.1363249105	0.4557471264
1367	0.1363094172	0.4554597701
1368	0.1362766423	0.4560344828
1369	0.1362575804	0.4560344828
1370	0.1362397227	0.4560344828
1371	0.1362099886	0.4560344828
1372	0.1361833225	0.4560344828
1373	0.1361827811	0.4560344828
1374	0.1361567407	0.4557471264
1375	0.1361266726	0.4557471264
1376	0.1360993938	0.4557471264
1377	0.1360690096	0.4563218391
1378	0.1360465174	0.4563218391
1379	0.1360247771	0.4563218391
1380	0.1359920819	0.4563218391
1381	0.1359688148	0.4563218391
1382	0.1359398995	0.4563218391
1383	0.1359129175	0.4563218391
1384	0.1358960927	0.4563218391
1385	0.1358784353	0.4563218391
1386	0.135856634	0.4563218391
1387	0.1358320121	0.4563218391
1388	0.1358111346	0.4563218391
1389	0.1357841153	0.4566091954
1390	0.1357624791	0.4563218391
1391	0.1357300199	0.4563218391
1392	0.135712747	0.4563218391
1393	0.1356963334	0.4563218391
1394	0.135676441	0.4566091954
1395	0.1356635602	0.4566091954
1396	0.1356630052	0.4566091954
1397	0.1356624951	0.4566091954
1398	0.1356408844	0.4566091954
1399	0.135628522	0.4566091954
1400	0.1356124116	0.4566091954
1401	0.1355932342	0.4566091954
1402	0.1355678481	0.4566091954
1403	0.1355456113	0.4566091954
1404	0.1355269929	0.4566091954
1405	0.1354959687	0.4566091954
1406	0.135475304	0.4566091954
1407	0.1354575312	0.4566091954
1408	0.135434647	0.4566091954
1409	0.1354034179	0.4566091954
1410	0.1353782856	0.4566091954
1411	0.1353557608	0.4566091954
1412	0.1353323091	0.4566091954
1413	0.1353160029	0.4563218391
1414	0.1352860177	0.4563218391
1415	0.1352742361	0.4563218391
1416	0.1352451415	0.4563218391
1417	0.1352298333	0.4563218391
1418	0.1352042897	0.4563218391
1419	0.1351849254	0.4563218391
1420	0.1351628264	0.4563218391
1421	0.1351545258	0.4563218391
1422	0.1351408535	0.4563218391
1423	0.1351193781	0.4563218391
1424	0.1351009827	0.4563218391
1425	0.1350756522	0.4563218391
1426	0.135051266	0.4563218391
1427	0.1350350129	0.4563218391
1428	0.1350134337	0.4563218391
1429	0.1349979297	0.4563218391
1430	0.1349838016	0.4566091954
1431	0.1349563626	0.4566091954
1432	0.1349372698	0.4566091954
1433	0.1349130494	0.4566091954
1434	0.1348982776	0.4563218391
1435	0.1348860019	0.4560344828
1436	0.13484369	0.4566091954
1437	0.134802354	0.4563218391
1438	0.1347822415	0.4563218391
1439	0.1347662501	0.4563218391
1440	0.1347351274	0.4568965517
1441	0.1347136919	0.457183908
1442	0.1346896563	0.4574712644
1443	0.1346686278	0.4574712644
1444	0.1346393689	0.4577586207
1445	0.1346183349	0.4574712644
1446	0.1346008904	0.4574712644
1447	0.1345783833	0.4574712644
1448	0.1345531543	0.4574712644
1449	0.1345525921	0.4574712644
1450	0.134529504	0.4574712644
1451	0.1345112447	0.4574712644
1452	0.1344876901	0.4574712644
1453	0.1344613525	0.4574712644
1454	0.1344493985	0.4574712644
1455	0.1344304965	0.4574712644
1456	0.1344047624	0.4574712644
1457	0.1343965295	0.4574712644
1458	0.1343681491	0.4574712644
1459	0.1343434179	0.4574712644
1460	0.134328139	0.4574712644
1461	0.1343094555	0.4574712644
1462	0.1342940817	0.4574712644
1463	0.1342664098	0.4574712644
1464	0.1342408319	0.4574712644
1465	0.1342160058	0.4577586207
1466	0.1342099747	0.4577586207
1467	0.1341759734	0.458045977
1468	0.1341438482	0.458045977
1469	0.1341163847	0.4577586207
1470	0.1340884862	0.458045977
1471	0.1340673685	0.458045977
1472	0.1340521495	0.4583333333
1473	0.1340284041	0.4583333333
1474	0.1340056695	0.4583333333
1475	0.133986623	0.4583333333
1476	0.1339633745	0.4583333333
1477	0.1339450218	0.4586206897
1478	0.1339215512	0.4586206897
1479	0.1339061647	0.458045977
1480	0.1338793336	0.4586206897
1481	0.1338579535	0.4586206897
1482	0.1338367621	0.4586206897
1483	0.1338362952	0.4586206897
1484	0.1338073734	0.4594827586
1485	0.1337904286	0.4594827586
1486	0.1337746484	0.4594827586
1487	0.133752177	0.4594827586
1488	0.1337284591	0.4594827586
1489	0.1337131816	0.4597701149
1490	0.1336902513	0.4600574713
1491	0.1336758927	0.4603448276
1492	0.1336493873	0.4603448276
1493	0.1336231561	0.4606321839
1494	0.1335992327	0.4603448276
1495	0.1335694335	0.4603448276
1496	0.1335475697	0.4597701149
1497	0.1335227747	0.4597701149
1498	0.1335012217	0.4600574713
1499	0.1334721346	0.4597701149
1500	0.1334588669	0.4600574713
1501	0.1334419336	0.4597701149
1502	0.1334177728	0.4600574713
1503	0.13339595	0.4600574713
1504	0.1333807596	0.4597701149
1505	0.1333615619	0.4597701149
1506	0.1333423838	0.4597701149
1507	0.1333110596	0.4603448276
1508	0.1332950734	0.4603448276
1509	0.1332767679	0.4600574713
1510	0.1332537084	0.4600574713
1511	0.1332285725	0.4606321839
1512	0.1332007454	0.4600574713
1513	0.1331856518	0.4600574713
1514	0.13316766	0.4603448276
1515	0.1331509998	0.4603448276
1516	0.1331294382	0.4606321839
1517	0.1331086341	0.4609195402
1518	0.133099529	0.4606321839
1519	0.1330835763	0.4609195402
1520	0.1330643213	0.4606321839
1521	0.1330486462	0.4603448276
1522	0.1330136496	0.4600574713
1523	0.1329887215	0.4600574713
1524	0.132968272	0.4600574713
1525	0.1329465075	0.4600574713
1526	0.1329231211	0.4600574713
1527	0.1329113428	0.4600574713
1528	0.1328905896	0.4600574713
1529	0.1328694515	0.4600574713
1530	0.1328509174	0.4600574713
1531	0.1328349756	0.4600574713
1532	0.1328198027	0.4603448276
1533	0.1327962624	0.4603448276
1534	0.1327804932	0.4603448276
1535	0.1327626208	0.4606321839
1536	0.1327453269	0.4612068966
1537	0.1327380379	0.4609195402
1538	0.1327303164	0.4609195402
1539	0.1327010598	0.4609195402
1540	0.1326768354	0.4609195402
1541	0.1326529979	0.4612068966
1542	0.1326382577	0.4606321839
1543	0.1326108926	0.4606321839
1544	0.1325869636	0.4606321839
1545	0.1325730076	0.4606321839
1546	0.1325618419	0.4609195402
1547	0.1325539703	0.4609195402
1548	0.1325344884	0.4609195402
1549	0.1325167284	0.4609195402
1550	0.1324949399	0.4606321839
1551	0.1324621041	0.4606321839
1552	0.132436487	0.4612068966
1553	0.1324149771	0.4612068966
1554	0.1323784198	0.4617816092
1555	0.1323533535	0.4617816092
1556	0.1323353245	0.4617816092
1557	0.1323183957	0.4617816092
1558	0.1322947716	0.4617816092
1559	0.1322789667	0.4617816092
1560	0.1322669363	0.4617816092
1561	0.1322446019	0.4614942529
1562	0.1322274541	0.4617816092
1563	0.1322004645	0.4617816092
1564	0.132182752	0.4617816092
1565	0.1321505686	0.4617816092
1566	0.1321338972	0.4614942529
1567	0.1321119161	0.4612068966
1568	0.1320913044	0.4614942529
1569	0.1320765403	0.4614942529
1570	0.1320488314	0.4614942529
1571	0.132019203	0.4614942529
1572	0.1319996053	0.4614942529
1573	0.1319790235	0.4614942529
1574	0.1319619664	0.4614942529
1575	0.1319351962	0.4614942529
1576	0.1319195314	0.4614942529
1577	0.131910761	0.4614942529
1578	0.1318918042	0.4614942529
1579	0.1318742941	0.4614942529
1580	0.1318599355	0.4614942529
1581	0.1318196601	0.4614942529
1582	0.1318036631	0.4614942529
1583	0.1317878841	0.4614942529
1584	0.131770373	0.4614942529
1585	0.1317357685	0.4617816092
1586	0.1317140801	0.4620689655
1587	0.1316951579	0.4617816092
1588	0.1316761737	0.4617816092
1589	0.1316548479	0.4617816092
1590	0.1316361932	0.4617816092
1591	0.1316205908	0.4620689655
1592	0.1316019642	0.4620689655
1593	0.1315756923	0.4620689655
1594	0.1315450417	0.4620689655
1595	0.1315204931	0.4620689655
1596	0.1314976473	0.4617816092
1597	0.1314853286	0.4617816092
1598	0.1314514105	0.4617816092
1599	0.1314196046	0.4617816092
1600	0.1313913517	0.4617816092
1601	0.1313779697	0.4617816092
1602	0.1313605715	0.4620689655
1603	0.1313395217	0.4620689655
1604	0.1313253506	0.4620689655
1605	0.131303066	0.4620689655
1606	0.1312941418	0.4620689655
1607	0.1312791178	0.4620689655
1608	0.1312640254	0.4623563218
1609	0.1312487914	0.4623563218
1610	0.1312358901	0.4623563218
1611	0.1312187584	0.4623563218
1612	0.1311909182	0.4623563218
1613	0.1311754856	0.4623563218
1614	0.1311545132	0.4623563218
1615	0.1311405461	0.4623563218
1616	0.1311271039	0.4623563218
1617	0.1311141151	0.4623563218
1618	0.1311032025	0.4623563218
1619	0.1310954879	0.4626436782
1620	0.1310751716	0.4626436782
1621	0.1310467398	0.4626436782
1622	0.131022205	0.4626436782
1623	0.1310019937	0.4626436782
1624	0.1309876911	0.4626436782
1625	0.1309724665	0.4629310345
1626	0.1309568778	0.4629310345
1627	0.130937853	0.4629310345
1628	0.1309209371	0.4635057471
1629	0.1308970732	0.4635057471
1630	0.1308813581	0.4635057471
1631	0.1308565838	0.4637931034
1632	0.1308299419	0.4637931034
1633	0.1308074679	0.4637931034
1634	0.1307810191	0.4637931034
1635	0.1307608986	0.4637931034
1636	0.1307434623	0.4635057471
1637	0.1307274688	0.4635057471
1638	0.130704381	0.4632183908
1639	0.1306833579	0.4632183908
1640	0.1306546881	0.4635057471
1641	0.1306326316	0.4635057471
1642	0.1306163818	0.4637931034
1643	0.1305903762	0.4637931034
1644	0.1305753803	0.4637931034
1645	0.1305644156	0.4637931034
1646	0.1305538823	0.4637931034
1647	0.1305466014	0.4637931034
1648	0.1305307459	0.4637931034
1649	0.1305078275	0.4637931034
1650	0.1304933191	0.4637931034
1651	0.1304664911	0.4637931034
1652	0.1304466088	0.4637931034
1653	0.1304229856	0.4637931034
1654	0.1303962282	0.4640804598
1655	0.1303788322	0.4640804598
1656	0.1303613041	0.4643678161
1657	0.1303330477	0.4643678161
1658	0.1303248075	0.4643678161
1659	0.1303007183	0.4643678161
1660	0.1302836774	0.4643678161
1661	0.1302631203	0.4640804598
1662	0.1302368425	0.4643678161
1663	0.1302178738	0.4643678161
1664	0.1301925989	0.4640804598
1665	0.1301689318	0.4643678161
1666	0.1301532206	0.4643678161
1667	0.1301366117	0.4643678161
1668	0.1301092627	0.4646551724
1669	0.130077068	0.4649425287
1670	0.1300516368	0.4649425287
1671	0.1300224374	0.4652298851
1672	0.1300113408	0.4652298851
1673	0.1299902291	0.4652298851
1674	0.129978418	0.4649425287
1675	0.1299679941	0.4649425287
1676	0.1299446476	0.4649425287
1677	0.1299283139	0.4652298851
1678	0.1299086936	0.4649425287
1679	0.1298930352	0.4649425287
1680	0.1298738371	0.4649425287
1681	0.1298554466	0.4649425287
1682	0.1298307409	0.4649425287
1683	0.1298128091	0.4649425287
1684	0.129796104	0.4649425287
1685	0.1297729096	0.4649425287
1686	0.1297477412	0.4649425287
1687	0.1297285188	0.4649425287
1688	0.1297150588	0.4649425287
1689	0.1296986182	0.4649425287
1690	0.1296736823	0.4646551724
1691	0.1296542115	0.4646551724
1692	0.1296322483	0.4646551724
1693	0.129608651	0.4646551724
1694	0.1295878644	0.4646551724
1695	0.1295672112	0.4646551724
1696	0.1295575395	0.4646551724
1697	0.1295210815	0.4646551724
1698	0.1295021697	0.4646551724
1699	0.1294842643	0.4646551724
1700	0.1294567147	0.4646551724
1701	0.1294276503	0.4646551724
1702	0.1294009353	0.4646551724
1703	0.1293794519	0.4646551724
1704	0.1293659072	0.4646551724
1705	0.1293654696	0.4646551724
1706	0.1293368679	0.4646551724
1707	0.1293193931	0.4643678161
1708	0.1293040552	0.4643678161
1709	0.1292814412	0.4646551724
1710	0.1292613109	0.4646551724
1711	0.129243214	0.4646551724
1712	0.1292334847	0.4646551724
1713	0.129223223	0.4646551724
1714	0.1292053442	0.4646551724
1715	0.1291844151	0.4646551724
1716	0.1291676896	0.4646551724
1717	0.1291513209	0.4646551724
1718	0.1291416604	0.4646551724
1719	0.1291258513	0.4649425287
1720	0.1291156288	0.4649425287
1721	0.1291047607	0.4649425287
1722	0.1290831079	0.4649425287
