iter	Passed	Remaining
1340	9571	4703
1341	9578	4696
1342	9585	4689
1343	9592	4682
1344	9599	4674
1345	9606	4667
1346	9612	4660
1347	9619	4652
1348	9627	4645
1349	9633	4638
1350	9640	4631
1351	9646	4623
1352	9653	4616
1353	9660	4609
1354	9667	4601
1355	9674	4594
1356	9680	4587
1357	9688	4580
1358	9695	4572
1359	9701	4565
1360	9708	4558
1361	9714	4550
1362	9721	4543
1363	9728	4536
1364	9735	4529
1365	9742	4521
1366	9749	4514
1367	9755	4507
1368	9762	4499
1369	9769	4492
1370	9775	4485
1371	9783	4477
1372	9789	4470
1373	9796	4463
1374	9804	4456
1375	9811	4449
1376	9818	4442
1377	9826	4435
1378	9834	4428
1379	9840	4421
1380	9848	4414
1381	9855	4407
1382	9862	4400
1383	9870	4393
1384	9877	4386
1385	9885	4379
1386	9892	4372
1387	9900	4365
1388	9907	4358
1389	9914	4350
1390	9921	4343
1391	9928	4336
1392	9935	4329
1393	9942	4322
1394	9949	4315
1395	9956	4308
1396	9963	4300
1397	9970	4293
1398	9978	4286
1399	10003	4287
1400	10010	4279
1401	10017	4272
1402	10024	4265
1403	10031	4258
1404	10038	4251
1405	10046	4244
1406	10053	4237
1407	10060	4229
1408	10067	4222
1409	10075	4215
1410	10082	4208
1411	10090	4201
1412	10097	4194
1413	10104	4187
1414	10111	4180
1415	10118	4173
1416	10125	4165
1417	10132	4158
1418	10139	4151
1419	10146	4144
1420	10152	4136
1421	10159	4129
1422	10166	4122
1423	10172	4114
1424	10179	4107
1425	10186	4100
1426	10193	4093
1427	10200	4085
1428	10207	4078
1429	10214	4071
1430	10221	4064
1431	10228	4056
1432	10234	4049
1433	10241	4042
1434	10248	4035
1435	10254	4027
1436	10261	4020
1437	10269	4013
1438	10276	4006
1439	10282	3998
1440	10289	3991
1441	10296	3984
1442	10303	3977
1443	10310	3969
1444	10317	3962
1445	10323	3955
1446	10330	3948
1447	10337	3940
1448	10344	3933
1449	10350	3926
1450	10357	3918
1451	10363	3911
1452	10370	3904
1453	10377	3897
1454	10384	3889
1455	10392	3882
1456	10400	3876
1457	10407	3869
1458	10415	3862
1459	10422	3854
1460	10429	3847
1461	10437	3840
1462	10445	3833
1463	10452	3826
1464	10460	3820
1465	10466	3812
1466	10473	3805
1467	10480	3798
1468	10487	3790
1469	10494	3783
1470	10500	3776
1471	10507	3769
1472	10514	3761
1473	10521	3754
1474	10528	3747
1475	10535	3740
1476	10542	3732
1477	10549	3725
1478	10555	3718
1479	10561	3710
1480	10569	3703
1481	10576	3696
1482	10583	3689
1483	10589	3682
1484	10596	3674
1485	10603	3667
1486	10609	3660
1487	10616	3653
1488	10623	3645
1489	10630	3638
1490	10637	3631
1491	10644	3624
1492	10650	3616
1493	10657	3609
1494	10664	3602
1495	10670	3595
1496	10678	3587
1497	10684	3580
1498	10691	3573
1499	10698	3566
1500	10705	3558
1501	10712	3551
1502	10719	3544
1503	10725	3537
1504	10732	3529
1505	10739	3522
1506	10745	3515
1507	10752	3508
1508	10759	3500
1509	10766	3493
1510	10773	3486
1511	10781	3479
1512	10788	3472
1513	10796	3465
1514	10802	3458
1515	10809	3451
1516	10816	3443
1517	10822	3436
1518	10828	3429
1519	10836	3421
1520	10842	3414
1521	10849	3407
1522	10856	3400
1523	10863	3392
1524	10869	3385
1525	10876	3378
1526	10882	3370
1527	10889	3363
1528	10897	3356
1529	10904	3349
1530	10911	3342
1531	10917	3335
1532	10924	3327
1533	10931	3320
1534	10938	3313
1535	10945	3306
1536	10953	3299
1537	10960	3292
1538	10968	3285
1539	10975	3278
1540	10982	3271
1541	10990	3264
1542	11017	3263
1543	11025	3256
1544	11034	3249
1545	11042	3242
1546	11048	3235
1547	11055	3228
1548	11062	3220
1549	11069	3213
1550	11076	3206
1551	11083	3199
1552	11092	3192
1553	11100	3185
1554	11108	3178
1555	11116	3172
1556	11123	3164
1557	11130	3157
1558	11137	3150
1559	11144	3143
1560	11151	3136
1561	11159	3129
1562	11167	3122
1563	11173	3114
1564	11181	3107
1565	11188	3100
1566	11195	3093
1567	11202	3086
1568	11210	3079
1569	11217	3072
1570	11225	3065
1571	11233	3058
1572	11240	3051
1573	11247	3044
1574	11255	3037
1575	11263	3030
1576	11270	3023
1577	11277	3015
