iter	RMSE	AverageGain:top=10
1719	0.1061808308	0.4899486445
1720	0.1061783586	0.4905186876
1721	0.1061547955	0.4905186876
1722	0.106137636	0.4905186876
1723	0.106127025	0.4905186876
1724	0.1061158398	0.4905186876
1725	0.1061157153	0.4905186876
1726	0.1060853181	0.4903843449
1727	0.1060601129	0.4903843449
1728	0.106031525	0.4903843449
1729	0.1060149998	0.4903843449
1730	0.1060106809	0.4903843449
1731	0.1059819613	0.4903843449
1732	0.1059583148	0.4908260876
1733	0.1059409035	0.4909236148
1734	0.1059262531	0.4909236148
1735	0.1059166623	0.4910579575
1736	0.1058863365	0.4910579575
1737	0.1058685313	0.4909604303
1738	0.1058659424	0.4909604303
1739	0.1058338719	0.4908103882
1740	0.1058271164	0.4908103882
1741	0.1058271047	0.4908103882
1742	0.1058085326	0.4908103882
1743	0.105766782	0.4908103882
1744	0.1057533676	0.4909079153
1745	0.1057250303	0.4909079153
1746	0.1056939578	0.4909079153
1747	0.1056733468	0.4909079153
1748	0.1056513561	0.4908103882
1749	0.1056409936	0.4908103882
1750	0.1056122221	0.4906760454
1751	0.1056034388	0.4906760454
1752	0.1055637365	0.4907735726
1753	0.1055342529	0.4907735726
1754	0.1055341326	0.4907735726
1755	0.1055204432	0.4907735726
1756	0.1054934882	0.4909079153
1757	0.1054784206	0.4909079153
1758	0.105469477	0.4913292156
1759	0.1054388905	0.4913292156
1760	0.1054189706	0.4913292156
1761	0.1053923777	0.4913292156
1762	0.1053774578	0.4913292156
1763	0.1053657372	0.4913292156
1764	0.1053326817	0.4914635583
1765	0.1053055715	0.4910441941
1766	0.1052757145	0.491328579
1767	0.1052516421	0.491328579
1768	0.105233327	0.491328579
1769	0.1051975131	0.4914426838
1770	0.1051724801	0.4914426838
1771	0.1051531869	0.4914426838
1772	0.1051244137	0.4914426838
1773	0.1051137179	0.4914426838
1774	0.1050970535	0.4908870408
1775	0.10509665	0.4908870408
1776	0.1050789953	0.4908870408
1777	0.1050656144	0.4908870408
1778	0.1050340414	0.4909579164
1779	0.1050066523	0.4909579164
1780	0.1049984629	0.4909579164
1781	0.1049828938	0.4909579164
1782	0.1049794289	0.4909579164
1783	0.1049792864	0.4909579164
1784	0.1049637618	0.4909579164
1785	0.1049635316	0.4909579164
1786	0.1049471572	0.4909579164
1787	0.1049470354	0.4909579164
1788	0.1049249942	0.4908870408
1789	0.1049049313	0.4910818408
1790	0.1048636509	0.4910818408
1791	0.1048417515	0.4908870408
1792	0.1048165524	0.4908870408
1793	0.104814342	0.4908870408
1794	0.1048065777	0.4908870408
1795	0.1047816187	0.4908870408
1796	0.1047644633	0.4908870408
1797	0.1047362948	0.4914426838
1798	0.1047084343	0.4914874416
1799	0.1047084003	0.4914874416
1800	0.1046662174	0.4914874416
1801	0.1046371494	0.4914874416
1802	0.1046253952	0.4914874416
1803	0.1046133903	0.4914874416
1804	0.1045824839	0.4914874416
1805	0.1045540698	0.4914874416
1806	0.1045297555	0.4914874416
1807	0.1045275304	0.4914874416
1808	0.1044844902	0.4914484153
1809	0.104457599	0.4914484153
1810	0.1044272051	0.4912983731
1811	0.1043924197	0.4914484153
1812	0.1043880099	0.4914484153
1813	0.1043559569	0.4913524623
1814	0.1043356757	0.4913524623
1815	0.1042911778	0.4912024201
1816	0.1042910955	0.4912024201
1817	0.1042646303	0.4912024201
1818	0.1042223362	0.4912024201
1819	0.1041959783	0.4912024201
1820	0.1041664929	0.4912024201
1821	0.1041431328	0.4912024201
1822	0.1041211847	0.4912024201
1823	0.1041096372	0.4912024201
1824	0.1040817146	0.4912024201
1825	0.1040491261	0.4912024201
1826	0.104047835	0.4912024201
1827	0.1040304896	0.4912024201
1828	0.1040029141	0.4912024201
1829	0.103974332	0.491828057
1830	0.1039529908	0.4913524623
1831	0.103941966	0.4913524623
1832	0.1039195065	0.4913524623
1833	0.1039133589	0.4913524623
1834	0.1039025667	0.4913524623
1835	0.103883682	0.4912024201
1836	0.1038577925	0.4916780148
1837	0.1038392405	0.4916780148
1838	0.1038191287	0.4916780148
1839	0.1037943391	0.4916780148
1840	0.1037660369	0.4912024201
1841	0.1037659341	0.4916780148
1842	0.1037233143	0.4916780148
1843	0.1036979237	0.4916780148
1844	0.1036797659	0.4916780148
1845	0.1036653654	0.4916780148
1846	0.1036251238	0.4916780148
1847	0.1036160035	0.4916780148
1848	0.1036141091	0.4916780148
1849	0.10359754	0.4916780148
1850	0.1035698668	0.4916780148
1851	0.1035473912	0.49156391
1852	0.1035336652	0.49156391
1853	0.1035017829	0.4919366796
1854	0.1034774322	0.4915443015
1855	0.1034551248	0.4915443015
1856	0.1034335215	0.4921852202
1857	0.1034256856	0.4916151771
1858	0.1034185888	0.4916151771
1859	0.1034002006	0.4916151771
1860	0.103397702	0.4916151771
1861	0.1033704254	0.4915004428
1862	0.1033585791	0.4915004428
1863	0.103323876	0.4916145476
1864	0.1032979264	0.4917488904
1865	0.1032697548	0.4922257528
1866	0.1032521367	0.4921548772
1867	0.1032254351	0.4921548772
1868	0.1032137985	0.4921548772
1869	0.1031989266	0.4921548772
1870	0.103162237	0.4921548772
1871	0.1031236712	0.4921548772
1872	0.1030714038	0.4924135421
1873	0.1030713475	0.4924135421
1874	0.1030529791	0.4924135421
1875	0.1030510299	0.4924135421
1876	0.1030291906	0.4924135421
1877	0.1030223367	0.4924135421
1878	0.1029996845	0.4924135421
1879	0.102996743	0.4924135421
1880	0.1029620601	0.4924135421
1881	0.1029428343	0.4924135421
1882	0.1029178079	0.4924135421
1883	0.1028881729	0.492589941
1884	0.1028880819	0.492589941
1885	0.1028645494	0.4926985636
1886	0.1028310869	0.4930295074
1887	0.1028019365	0.4927444858
1888	0.1027736609	0.4925677668
1889	0.1027317836	0.4928987106
1890	0.102701384	0.4928987106
1891	0.1026818159	0.4925677668
1892	0.1026667465	0.4925677668
1893	0.1026412404	0.4925677668
1894	0.1026249923	0.4925677668
1895	0.1026161555	0.4925021939
1896	0.1025862303	0.4928816779
1897	0.1025737119	0.4928816779
1898	0.1025660521	0.4928816779
1899	0.1025591612	0.4928816779
1900	0.1025327653	0.4929472508
1901	0.1025080653	0.4929472508
1902	0.1024842849	0.4932322724
1903	0.1024724744	0.4931666995
1904	0.1024280967	0.4928816779
1905	0.1024020831	0.4930707465
1906	0.1023895719	0.4930707465
1907	0.1023590941	0.4930707465
1908	0.1023394006	0.4925021939
1909	0.1023090622	0.4927857249
1910	0.1022885211	0.4927857249
1911	0.1022884424	0.4927857249
1912	0.102287273	0.4927857249
1913	0.1022632819	0.4927857249
1914	0.1022430797	0.4927857249
1915	0.10222061	0.4928512978
1916	0.1021880335	0.4928512978
1917	0.1021615159	0.4928512978
1918	0.1021321252	0.4931166687
1919	0.1020956748	0.4931166687
1920	0.1020730085	0.4931166687
1921	0.1020459432	0.4932667109
1922	0.1020335476	0.4932667109
1923	0.1020282617	0.4932667109
1924	0.1020007708	0.4932667109
1925	0.1019736795	0.4932667109
1926	0.101955186	0.4932667109
1927	0.101934601	0.4932667109
1928	0.1019086224	0.4932667109
1929	0.1018813204	0.4937447756
1930	0.1018559112	0.4933322838
1931	0.1018134955	0.4933956717
1932	0.1017862213	0.4929831799
1933	0.1017650036	0.4935644685
1934	0.101739604	0.4935644685
1935	0.1017160362	0.4935644685
1936	0.1016950464	0.4935644685
1937	0.1016634952	0.493635344
1938	0.1016333863	0.493635344
1939	0.1016092604	0.493635344
1940	0.1015825159	0.493635344
1941	0.1015508667	0.4932228522
1942	0.1015280047	0.4932228522
1943	0.1015023133	0.493635344
1944	0.1014895022	0.493635344
1945	0.1014713187	0.493635344
1946	0.1014295494	0.493635344
1947	0.1013969052	0.493635344
1948	0.1013948782	0.493635344
1949	0.1013792427	0.493635344
1950	0.1013680712	0.493635344
1951	0.1013440829	0.4936988112
1952	0.1013290918	0.4935644685
1953	0.101298643	0.4935644685
1954	0.1012793871	0.493635344
1955	0.101260147	0.4937696868
1956	0.1012345109	0.4937696868
1957	0.1012115296	0.493438743
1958	0.1012108154	0.493438743
1959	0.1012076905	0.493438743
1960	0.1011815511	0.493438743
1961	0.1011640699	0.493204379
1962	0.101146075	0.493438743
1963	0.1011096394	0.493438743
1964	0.1010831942	0.4935043159
1965	0.1010501367	0.4935005427
1966	0.1010150413	0.4936938189
1967	0.1010135849	0.4936938189
1968	0.1009933831	0.4936938189
1969	0.1009932709	0.4936938189
1970	0.1009680392	0.4936938189
1971	0.1009368302	0.493888619
1972	0.1009366023	0.493888619
1973	0.100897203	0.4936953428
1974	0.1008741472	0.4936953428
1975	0.1008450122	0.4934609788
1976	0.1008175986	0.4935005427
1977	0.1007919391	0.4936953428
1978	0.1007863957	0.4936953428
1979	0.1007502311	0.4936953428
1980	0.100717763	0.4938762443
1981	0.1006853603	0.4939418172
1982	0.1006609468	0.4939418172
1983	0.1006299038	0.4945118603
1984	0.1006188456	0.4939418172
1985	0.1005980771	0.4939418172
1986	0.1005735978	0.4939418172
1987	0.1005393165	0.4939418172
1988	0.1005152514	0.4950504051
1989	0.1005023101	0.4945814937
1990	0.1005000797	0.4940429489
1991	0.1004886128	0.494612992
1992	0.1004689635	0.494612992
1993	0.1004682842	0.494612992
1994	0.1004542594	0.4945474191
1995	0.1004262761	0.4945474191
1996	0.1004082495	0.4945474191
1997	0.1003761674	0.4950859639
1998	0.1003508381	0.4948911639
1999	0.100347518	0.4948911639
