iter	RMSE	AverageGain:top=10
880	0.1281331346	0.4684676828
881	0.1280894799	0.4687527043
882	0.1280536942	0.4687527043
883	0.1280525389	0.4687527043
884	0.1280292973	0.4687527043
885	0.1279895206	0.4687527043
886	0.1279464265	0.4687776273
887	0.1279367293	0.4687776273
888	0.1279034469	0.4687776273
889	0.1278777727	0.4687776273
890	0.1278298881	0.4687776273
891	0.1277802863	0.4687776273
892	0.1277607918	0.4687776273
893	0.1277154194	0.4687776273
894	0.1276946052	0.4687776273
895	0.1276935113	0.4687776273
896	0.1276724857	0.4687776273
897	0.1276401054	0.4690732102
898	0.1276066035	0.4690732102
899	0.1275768386	0.4690732102
900	0.1275428015	0.4690732102
901	0.1274952387	0.4696544105
902	0.1274517112	0.4696544105
903	0.1274207008	0.4696544105
904	0.1273871702	0.4696544105
905	0.1273870056	0.4696544105
906	0.1273496798	0.4696544105
907	0.1273212176	0.4696544105
908	0.1273069077	0.4696544105
909	0.1272786979	0.4696544105
910	0.1272353423	0.4704545463
911	0.1271933571	0.4706283795
912	0.1271225901	0.4706283795
913	0.1270620496	0.4706283795
914	0.1270302731	0.4706283795
915	0.1270297562	0.4706283795
916	0.127028383	0.4706283795
917	0.1270051967	0.4706283795
918	0.1269808421	0.4700471792
919	0.1269802204	0.4700471792
920	0.1269318971	0.4700471792
921	0.1269309624	0.4700471792
922	0.126886635	0.4700471792
923	0.1268682403	0.4700471792
924	0.1268676496	0.4700471792
925	0.1268449925	0.4700471792
926	0.1268131313	0.4700471792
927	0.1267499206	0.4699848832
928	0.1266973116	0.4699848832
929	0.1266550392	0.4699848832
930	0.1266137367	0.4699848832
931	0.1265807847	0.469617911
932	0.1265556595	0.4696802069
933	0.1264925045	0.4696802069
934	0.1264702484	0.4696802069
935	0.1264463046	0.4696802069
936	0.1264390901	0.4696802069
937	0.1263976948	0.4698145496
938	0.1263609356	0.4698145496
939	0.1263382456	0.4698145496
940	0.1262997032	0.4698145496
941	0.1262678503	0.4698145496
942	0.1262378848	0.4698145496
943	0.1262375177	0.4698145496
944	0.1262371172	0.4698145496
945	0.1261736357	0.4699896757
946	0.1261326911	0.4699896757
947	0.1260610482	0.4698145496
948	0.1260417179	0.4698145496
949	0.1259911062	0.4703566479
950	0.125962596	0.4703566479
951	0.1259152283	0.4703566479
952	0.1258649646	0.4703566479
953	0.1258070073	0.4701815219
954	0.1257594927	0.4703566479
955	0.1257345779	0.4703566479
956	0.1257064065	0.4703566479
957	0.1256641132	0.4711311245
958	0.1256297606	0.4711311245
959	0.1255777523	0.4711311245
960	0.1255726084	0.4711311245
961	0.1255212316	0.4711311245
962	0.1254903049	0.4711311245
963	0.1254671108	0.4711311245
964	0.1254134702	0.4708412642
965	0.1254126039	0.4708412642
966	0.1253928784	0.4708412642
967	0.1253834309	0.4710163903
968	0.1253441954	0.4710163903
969	0.1253149713	0.4710583496
970	0.1252577405	0.4710583496
971	0.1252358743	0.4710583496
972	0.1252107869	0.4710583496
973	0.1251786826	0.4710583496
974	0.1251642883	0.4710583496
975	0.1251262001	0.4710583496
976	0.1250934004	0.4710583496
977	0.1250444737	0.4710583496
978	0.1250280742	0.4710583496
979	0.1250276917	0.4710583496
980	0.1249905825	0.4712334757
981	0.1249581107	0.4712334757
982	0.1249059036	0.4712334757
983	0.1248977746	0.4712334757
984	0.1248975148	0.4712334757
985	0.1248732414	0.4712334757
986	0.1248346737	0.4712334757
987	0.1248277652	0.4712334757
988	0.1247920904	0.4717891187
989	0.1247331161	0.4716795654
990	0.1246730479	0.4716795654
991	0.1246124994	0.4718294523
992	0.124570684	0.4718294523
993	0.1245664308	0.4718294523
994	0.1245662938	0.4718294523
995	0.1245611427	0.4718294523
996	0.1245321642	0.4718294523
997	0.1245023195	0.4718294523
998	0.1244951026	0.4718294523
999	0.1244769006	0.4718294523
1000	0.1244760622	0.4718294523
1001	0.1244378897	0.4717638794
1002	0.1243975844	0.4717638794
1003	0.1243817051	0.4717638794
1004	0.1243806525	0.4717638794
1005	0.1243801942	0.4717638794
1006	0.1243473465	0.4717638794
1007	0.1243092593	0.4717638794
1008	0.1243072812	0.4717638794
1009	0.124281299	0.4717607421
1010	0.1242207286	0.4717607421
1011	0.1241689825	0.4717607421
1012	0.1241399577	0.4720233245
1013	0.1241003693	0.4720233245
1014	0.1240578156	0.4718300483
1015	0.1240342114	0.4718300483
1016	0.1239810826	0.4718300483
1017	0.1239055624	0.4729914841
1018	0.1238623577	0.4729914841
1019	0.1238363603	0.4729914841
1020	0.1238243059	0.4729914841
1021	0.1237910055	0.4729914841
1022	0.1237553047	0.4729914841
1023	0.1237296459	0.4729914841
1024	0.1236762982	0.4729914841
1025	0.1236216515	0.4729883468
1026	0.1235872246	0.4729883468
1027	0.1235158159	0.4735300289
1028	0.1234738012	0.4729914841
1029	0.1234367658	0.4729914841
1030	0.123428414	0.4729914841
1031	0.1233917592	0.4735268916
1032	0.1233596339	0.4737855564
1033	0.1233312565	0.4737855564
1034	0.1232973516	0.4732470116
1035	0.1232895599	0.4737855564
1036	0.1232410674	0.4737606334
1037	0.1232054656	0.4737606334
1038	0.123195962	0.4737606334
1039	0.1231584791	0.4737606334
1040	0.123114482	0.4744066046
1041	0.1230814715	0.4740562163
1042	0.1230432442	0.4742733017
1043	0.1230301708	0.4740146369
1044	0.1230101631	0.4740146369
1045	0.1229689305	0.4740146369
1046	0.1229629309	0.4740146369
1047	0.1229262911	0.4740152337
1048	0.1229038589	0.474365622
1049	0.1228905903	0.474365622
1050	0.1228349999	0.4748862724
1051	0.1228348062	0.4748862724
1052	0.1227944036	0.4748862724
1053	0.1227552444	0.4748862724
1054	0.1227105872	0.4749518453
1055	0.1226745707	0.4749518453
1056	0.1226347706	0.4749518453
1057	0.122592945	0.4749518453
1058	0.1225921363	0.4749518453
1059	0.1225320688	0.475536183
1060	0.1224673829	0.4752736006
1061	0.1224483866	0.4752736006
1062	0.1224143127	0.4752080277
1063	0.122380968	0.4752048903
1064	0.12235691	0.4752048903
1065	0.1223235979	0.4754884214
1066	0.1223129738	0.4754884214
1067	0.1222851982	0.4755571316
1068	0.1222625803	0.4755571316
1069	0.1222173601	0.4755539942
1070	0.122202413	0.4755539942
1071	0.1221763085	0.4755539942
1072	0.1221760313	0.4755539942
1073	0.122135102	0.4755539942
1074	0.1220985702	0.4753738269
1075	0.1220762542	0.4754713541
1076	0.1220761978	0.4754713541
1077	0.1220256569	0.4754057812
1078	0.1220253553	0.4754057812
1079	0.1220249639	0.4754057812
1080	0.1219930762	0.4755990574
1081	0.1219641538	0.4755990574
1082	0.1219170327	0.4758616398
1083	0.1218801196	0.4758616398
1084	0.1218414134	0.4756683636
1085	0.1218130474	0.4756683636
1086	0.121778792	0.4756683636
1087	0.121744943	0.4756683636
1088	0.1216985012	0.476238756
1089	0.1216627111	0.476238756
1090	0.1216293746	0.476238756
1091	0.1215894513	0.4760454798
1092	0.1215577881	0.4760454798
1093	0.1215060201	0.4760454798
1094	0.1214578846	0.476238756
1095	0.1214134308	0.476238756
1096	0.1214006926	0.476238756
1097	0.121374929	0.476238756
1098	0.1213445798	0.476238756
1099	0.1213051633	0.476238756
1100	0.1212565798	0.477513127
1101	0.1212268599	0.477513127
1102	0.1212045029	0.477513127
1103	0.1211800547	0.477513127
1104	0.1211491313	0.4775225392
1105	0.1211329611	0.4774976162
1106	0.1211211457	0.4774976162
1107	0.1210895516	0.4779540968
1108	0.1210568121	0.4782127617
1109	0.1210565841	0.4782127617
1110	0.1210355123	0.4782127617
1111	0.1210224989	0.4783563299
1112	0.1209936238	0.4785601082
1113	0.1209513399	0.4784945354
1114	0.1209195885	0.4783263664
1115	0.1208882171	0.4783014434
1116	0.1208504611	0.4783014434
1117	0.1208003115	0.4783014434
1118	0.1207541451	0.478441463
1119	0.120718469	0.4787755011
1120	0.1206882849	0.4791085861
1121	0.1206878983	0.4791085861
1122	0.1206487154	0.4791865814
1123	0.1206124142	0.4789279166
1124	0.1205661136	0.4789154551
1125	0.1205342417	0.4791741199
1126	0.1205298975	0.4791741199
1127	0.1204988358	0.4791741199
1128	0.1204950015	0.4791741199
1129	0.1204940995	0.4791741199
1130	0.1204939144	0.4791741199
1131	0.1204564502	0.4791741199
1132	0.1204207892	0.4791741199
1133	0.1203845683	0.4790765928
1134	0.1203450767	0.4788179279
1135	0.1203180308	0.4788179279
1136	0.1202865516	0.4788179279
1137	0.1202646445	0.4788179279
1138	0.1202103165	0.4790765928
1139	0.1201924235	0.4790765928
1140	0.1201787555	0.4790765928
1141	0.1201573643	0.4788179279
1142	0.120120993	0.4786246517
1143	0.1200720621	0.4790765928
1144	0.1200348811	0.478895778
1145	0.1200101366	0.4786371132
1146	0.1199700176	0.4787788644
1147	0.1199434658	0.4787788644
1148	0.1199431172	0.4787788644
1149	0.1198822002	0.4789721406
1150	0.1198486462	0.4789721406
1151	0.1198116196	0.4789721406
1152	0.1197709184	0.4792308054
1153	0.1197462381	0.4789721406
1154	0.119712075	0.4789721406
1155	0.1197024711	0.4789721406
1156	0.1196749325	0.4789721406
1157	0.1196363993	0.4792571621
1158	0.1196251533	0.4792571621
1159	0.1195905322	0.4795158269
1160	0.119556476	0.4795158269
1161	0.1195137749	0.4795158269
1162	0.1194857776	0.4795570658
1163	0.1194519014	0.4795158269
1164	0.1194243035	0.4797876671
1165	0.119411209	0.4797876671
1166	0.1193686933	0.4797876671
1167	0.1193684519	0.4797876671
1168	0.1193359301	0.4797876671
1169	0.1192993853	0.4797876671
1170	0.1192584509	0.4802976861
1171	0.1192319077	0.4802976861
1172	0.1192208748	0.4802976861
1173	0.1191901937	0.4801044099
1174	0.1191617167	0.4803839988
1175	0.1191306016	0.4803839988
1176	0.1190964944	0.4803839988
1177	0.1190712286	0.480481526
1178	0.1190368436	0.4806061179
1179	0.1190162711	0.4806061179
1180	0.1190046495	0.4806061179
1181	0.1189652486	0.4809650714
1182	0.1189422523	0.4809650714
1183	0.118910799	0.4809650714
1184	0.1189103963	0.4809650714
1185	0.1189092399	0.4809650714
1186	0.1188924289	0.4809650714
1187	0.1188349582	0.4810081968
1188	0.1188214423	0.4810081968
1189	0.1188020015	0.4810081968
1190	0.1187769252	0.4810081968
1191	0.1187505638	0.480894092
1192	0.1187220548	0.4810081968
1193	0.1186950167	0.4807246657
1194	0.1186942371	0.4807246657
1195	0.1186675751	0.4809726851
1196	0.1186489976	0.4809726851
1197	0.1186039009	0.4805955689
1198	0.1185768114	0.4805955689
1199	0.118549567	0.4805955689
1200	0.1185492378	0.4805955689
1201	0.1185025435	0.4809314462
1202	0.1184903829	0.4809314462
1203	0.1184602906	0.4809314462
1204	0.1184295634	0.4808616994
1205	0.1183985891	0.4808616994
1206	0.1183643289	0.4808616994
1207	0.1183434227	0.4808616994
1208	0.1183009619	0.4806948636
1209	0.1182711487	0.4806948636
1210	0.1182413163	0.4806948636
1211	0.1181997168	0.4806948636
1212	0.1181859514	0.4806948636
1213	0.1181504021	0.480466654
1214	0.1181120976	0.4806948636
1215	0.1180840329	0.4806948636
1216	0.1180616964	0.4806948636
1217	0.1180228252	0.4806948636
1218	0.1179673165	0.4808260093
1219	0.1179392702	0.4808698105
1220	0.1179301916	0.4808260093
1221	0.1179005976	0.4805519273
1222	0.117900345	0.4805519273
1223	0.117900292	0.4805519273
1224	0.1178930017	0.4805519273
1225	0.1178602966	0.4806706657
1226	0.1178360385	0.4805460738
1227	0.1178250323	0.4805460738
1228	0.1177853955	0.4805441872
1229	0.1177398699	0.4806292273
1230	0.117695578	0.4807125803
1231	0.1176943251	0.4807125803
1232	0.1176941069	0.4807125803
1233	0.1176710574	0.4807125803
1234	0.1176454199	0.4808794162
1235	0.1176321243	0.4808794162
1236	0.1176092514	0.4808794162
1237	0.1175625887	0.4809148773
1238	0.1175613885	0.4809148773
1239	0.1175272284	0.4810394692
1240	0.1175068949	0.4810484799
1241	0.1174549198	0.4813202089
1242	0.1174306606	0.4813202089
1243	0.1173875074	0.4812565546
1244	0.1173525411	0.4812565546
1245	0.1173180902	0.4811319627
1246	0.1172950283	0.4811319627
1247	0.1172628564	0.4811319627
1248	0.1172282165	0.4811319627
1249	0.117188	0.4811319627
1250	0.1171868493	0.4811319627
1251	0.1171847875	0.4811319627
1252	0.117184588	0.4811319627
1253	0.1171824777	0.4811319627
1254	0.1171390045	0.4817680347
1255	0.1170825754	0.4812294899
1256	0.1170615738	0.4812294899
1257	0.1170613577	0.4812294899
1258	0.1170544532	0.4812294899
1259	0.1170488441	0.4812294899
1260	0.1170252986	0.4812294899
1261	0.1169930084	0.4814227661
1262	0.1169663976	0.4813086613
1263	0.116959254	0.4815936829
1264	0.1169230389	0.4810236398
1265	0.1168889793	0.4817595136
1266	0.1168627568	0.4817595136
1267	0.1168287003	0.4815514389
1268	0.1168284647	0.4815514389
1269	0.1168106128	0.4809813958
1270	0.1167677664	0.4815514389
1271	0.1167543981	0.4815514389
1272	0.1167532582	0.4815514389
1273	0.1167187102	0.4816304881
1274	0.1166870432	0.4814993424
1275	0.1166867776	0.4814993424
1276	0.1166767505	0.4814993424
1277	0.116665889	0.4814993424
1278	0.1166361256	0.4817333754
1279	0.1166135144	0.4817333754
1280	0.1165823647	0.4818103223
1281	0.116551914	0.4820881438
1282	0.116513444	0.4820881438
1283	0.1164753839	0.4819906166
1284	0.1164397644	0.4822756382
1285	0.1164061972	0.4822756382
1286	0.1163758579	0.4822756382
1287	0.1163478839	0.4822756382
1288	0.1162853976	0.4825606597
1289	0.1162574905	0.4825606597
1290	0.1162073101	0.4825606597
1291	0.1161801989	0.4825606597
1292	0.1161474561	0.4825606597
1293	0.1161270599	0.4827554597
1294	0.1161031272	0.4825606597
1295	0.1160826783	0.4826852516
1296	0.116055238	0.4826671015
1297	0.1160546461	0.4826671015
1298	0.1160281719	0.4826671015
1299	0.1159931399	0.4826671015
1300	0.1159610538	0.4829074425
1301	0.1159392914	0.4830417852
1302	0.1159124252	0.4830417852
1303	0.1159113182	0.4830417852
1304	0.115870769	0.48315589
1305	0.1158111229	0.483808994
1306	0.1157703117	0.4841268621
1307	0.1157411092	0.484385527
1308	0.1156941428	0.4843216622
1309	0.1156638653	0.4843216622
1310	0.1156636419	0.4843216622
1311	0.1156585358	0.4843216622
1312	0.1156337997	0.4843000273
1313	0.1156094915	0.4843000273
1314	0.1155716588	0.4845586922
1315	0.1155483646	0.4845586922
1316	0.1155151218	0.4844341003
1317	0.1154693809	0.4844341003
1318	0.1154226074	0.4848365137
1319	0.1153985167	0.4848365137
1320	0.1153843909	0.4848365137
1321	0.1153641634	0.4847119218
1322	0.1153271743	0.4848365137
1323	0.1153049374	0.4848365137
1324	0.1152985391	0.4848365137
1325	0.1152978854	0.4848365137
1326	0.1152655338	0.4848365137
1327	0.1152293611	0.4845819697
1328	0.115229157	0.4845819697
1329	0.1152289814	0.4845819697
1330	0.1151872117	0.4840263267
1331	0.115183191	0.4840263267
1332	0.1151550184	0.4840263267
1333	0.1151190025	0.4841562788
1334	0.1150905153	0.4841562788
1335	0.1150774386	0.4841562788
1336	0.1150465054	0.4843530397
1337	0.1150056216	0.4843530397
1338	0.1149678784	0.4847200119
1339	0.114955494	0.4847200119
1340	0.1149553482	0.4847200119
1341	0.1149223504	0.4847200119
1342	0.1148748258	0.4847200119
1343	0.114856667	0.4852756549
1344	0.1148238045	0.4847056118
1345	0.1148026703	0.4847056118
1346	0.1147705994	0.4847056118
1347	0.1147600335	0.4847056118
1348	0.1147538098	0.4847056118
1349	0.1147240451	0.4847056118
1350	0.1146701265	0.4847056118
1351	0.1146450102	0.4847056118
1352	0.1146097184	0.4847056118
1353	0.1145834343	0.4847056118
1354	0.1145382186	0.4847056118
1355	0.1144950884	0.4849891429
1356	0.1144639281	0.4847056118
1357	0.1144324322	0.4847056118
1358	0.1143947942	0.4844445141
1359	0.1143548975	0.4844445141
1360	0.1143234059	0.4844445141
1361	0.1142853486	0.4845756598
1362	0.1142555118	0.484461555
1363	0.1142347709	0.484461555
1364	0.1142336901	0.484461555
1365	0.114233128	0.484461555
1366	0.1142041593	0.484461555
1367	0.1142032567	0.484461555
1368	0.1141813168	0.484461555
1369	0.1141274284	0.4850409087
1370	0.1140809168	0.4850409087
1371	0.1140426017	0.4850409087
1372	0.1140022175	0.4852327548
1373	0.1139822517	0.4848657826
1374	0.1139500419	0.4854078809
1375	0.1139194791	0.4854078809
1376	0.1138887837	0.4854078809
1377	0.1138420279	0.4852327548
1378	0.1138211736	0.4853573467
1379	0.1137937776	0.4853573467
1380	0.1137675998	0.4853573467
1381	0.1137558065	0.4853573467
1382	0.1137113946	0.4853573467
1383	0.1136772416	0.4853573467
1384	0.1136457084	0.4852125731
1385	0.1136166944	0.4852125731
1386	0.1135756132	0.4852125731
1387	0.1135438379	0.4855238898
1388	0.1135355369	0.4855238898
1389	0.1135339038	0.485409785
1390	0.1135192964	0.485472081
1391	0.1134760025	0.4855053026
1392	0.1134546321	0.4854430066
1393	0.1134317024	0.4854430066
1394	0.1133981878	0.4851843418
1395	0.1133530563	0.4853607425
1396	0.1133346111	0.4853607425
1397	0.1133117532	0.4856194074
1398	0.1133107618	0.4856194074
1399	0.1133104627	0.4856194074
1400	0.1132955796	0.4856194074
1401	0.1132516636	0.4856194074
1402	0.1132515278	0.4856194074
1403	0.1132360363	0.4856194074
1404	0.1132340666	0.4856194074
1405	0.1132072196	0.4858274821
1406	0.1131805894	0.4858274821
1407	0.1131557675	0.4858274821
1408	0.1131444882	0.4858274821
1409	0.1131242098	0.4855688172
1410	0.1131027746	0.4855688172
1411	0.1130694718	0.4855688172
1412	0.1130511875	0.4855688172
1413	0.1130281121	0.4855688172
1414	0.1129955	0.4855688172
1415	0.1129781431	0.4855688172
1416	0.1129519977	0.4855688172
1417	0.1129107039	0.485981309
1418	0.1128824601	0.4860954138
1419	0.1128385276	0.4860067593
1420	0.1128375988	0.4860067593
1421	0.1128166684	0.4861313512
1422	0.1127890301	0.485764379
1423	0.1127692928	0.4859681573
1424	0.1127529167	0.4859681573
1425	0.1127364579	0.4858435655
1426	0.1127209986	0.4859681573
1427	0.1126711394	0.4859681573
1428	0.1126709623	0.4859681573
1429	0.112638967	0.4858435655
1430	0.1125965587	0.4858435655
1431	0.1125701043	0.4858435655
1432	0.1125301921	0.486071775
1433	0.1125295155	0.486071775
1434	0.1124908626	0.4858241954
1435	0.112465637	0.4858241954
1436	0.112442701	0.4861911677
1437	0.1124143587	0.4861911677
1438	0.112398761	0.4861911677
1439	0.1123899314	0.4861911677
1440	0.1123668077	0.4861911677
1441	0.1123356393	0.4856397871
1442	0.112331452	0.4856397871
1443	0.1123106037	0.4856397871
1444	0.1122890737	0.4856397871
1445	0.1122583764	0.4859302926
1446	0.1122393312	0.4858890538
1447	0.1122056682	0.4858890538
1448	0.1121671475	0.4859302926
1449	0.1121570279	0.4858679967
1450	0.1121343959	0.4861563726
1451	0.1121341749	0.4861563726
1452	0.1121307105	0.4865233448
1453	0.1120895238	0.4865233448
1454	0.1120611219	0.486482106
1455	0.1120303618	0.4863680012
1456	0.1120072304	0.4860796253
1457	0.1119955698	0.4863680012
1458	0.1119592632	0.4865717796
1459	0.111957971	0.4862834037
1460	0.11194776	0.4862834037
1461	0.1119222676	0.4864079956
1462	0.1119033	0.4865221004
1463	0.1118964189	0.4865221004
1464	0.1118656609	0.4864079956
1465	0.1118331087	0.4865221004
1466	0.1118328293	0.4865221004
1467	0.1118075452	0.4865221004
1468	0.1117812725	0.4868104763
1469	0.1117661097	0.4868104763
1470	0.111730135	0.4868104763
1471	0.1117293691	0.4868104763
1472	0.1117180247	0.4867481803
1473	0.1116783307	0.4867376103
1474	0.1116544105	0.4867376103
1475	0.1116225403	0.4868517151
1476	0.1115987751	0.4868517151
1477	0.1115661957	0.4868517151
1478	0.111520691	0.4868517151
1479	0.1114925229	0.4874575409
1480	0.111453595	0.4874575409
1481	0.1114224733	0.4874575409
1482	0.1113778432	0.4871740099
1483	0.1113628895	0.4871740099
1484	0.111330227	0.4874575409
1485	0.1113047284	0.4876508171
1486	0.1112834384	0.4877807692
1487	0.1112648316	0.4877807692
1488	0.1112045468	0.4877807692
1489	0.1111832857	0.4877807692
1490	0.1111816399	0.4877807692
1491	0.111155813	0.4878430651
1492	0.1111475785	0.4878430651
1493	0.1111209413	0.488041724
1494	0.1110832497	0.4879117719
1495	0.1110580021	0.4877617298
1496	0.1110268118	0.487647625
1497	0.1109775621	0.487777577
1498	0.1109759746	0.487777577
1499	0.1109434526	0.487777577
1500	0.1109431388	0.487777577
1501	0.1109216143	0.487777577
1502	0.1108990468	0.4879276192
1503	0.1108763186	0.4879276192
1504	0.1108403119	0.4881837666
1505	0.1108339664	0.4881837666
1506	0.1108067481	0.4883137187
1507	0.1107873527	0.4883137187
1508	0.1107549494	0.4880253427
1509	0.110729219	0.4880253427
1510	0.1107048013	0.4880253427
1511	0.1106637718	0.4880253427
1512	0.110642779	0.4880253427
1513	0.1106143005	0.4880253427
1514	0.1105810902	0.4880253427
1515	0.1105540306	0.4879278156
1516	0.1105257848	0.4879278156
1517	0.1104813583	0.4879278156
1518	0.1104399358	0.4879278156
1519	0.1104397809	0.4879278156
1520	0.1104361933	0.4879278156
1521	0.1104009182	0.4880284801
1522	0.1103834044	0.4880284801
1523	0.1103740834	0.4880284801
1524	0.1103417811	0.488106079
1525	0.1103060612	0.4879318184
1526	0.1102840423	0.4879318184
1527	0.1102532224	0.4879318184
1528	0.1102473174	0.4879318184
1529	0.1102445182	0.4879318184
1530	0.1102214514	0.4880284801
1531	0.1102211202	0.4880284801
1532	0.1101866864	0.4880284801
1533	0.1101850441	0.4880284801
1534	0.1101521741	0.4880284801
1535	0.1101252957	0.4880284801
1536	0.1101013868	0.4880284801
1537	0.1100827572	0.4880284801
1538	0.1100670562	0.4880284801
1539	0.1100480526	0.4880993557
1540	0.1100056054	0.4883580205
1541	0.1099825151	0.4883580205
1542	0.109948657	0.4883580205
1543	0.1099436252	0.4883580205
1544	0.1099229923	0.4883580205
1545	0.1099023903	0.4883580205
1546	0.1098912088	0.4883580205
1547	0.1098772696	0.4883580205
1548	0.1098468723	0.4876668106
1549	0.1098383925	0.4876668106
1550	0.1098104005	0.4870609848
1551	0.1098051421	0.4870609848
1552	0.109805008	0.4870609848
1553	0.1097951236	0.4870609848
1554	0.109776642	0.4870609848
1555	0.1097559131	0.4870609848
1556	0.1097150973	0.487427957
1557	0.1096930449	0.487427957
1558	0.109669289	0.487427957
1559	0.1096442018	0.487427957
1560	0.1096387559	0.4879980001
1561	0.1096385832	0.4879980001
1562	0.1096163488	0.4879980001
1563	0.1095819449	0.4879980001
1564	0.109561173	0.4879980001
1565	0.1095394785	0.4879980001
1566	0.1095217948	0.4879980001
1567	0.109521529	0.4879980001
1568	0.1094926651	0.4879357042
1569	0.1094800277	0.4879357042
1570	0.1094755645	0.4879357042
1571	0.1094350562	0.4879394773
1572	0.1094080536	0.4879394773
1573	0.109377902	0.4885453031
1574	0.1093735027	0.4885453031
1575	0.109335787	0.4885453031
1576	0.1093112593	0.4885453031
1577	0.1093084845	0.488610876
1578	0.1092875937	0.4886731719
1579	0.1092590193	0.4886731719
1580	0.1092382959	0.4886731719
1581	0.1092089758	0.4889615479
1582	0.1091846497	0.4889615479
1583	0.1091721378	0.4889615479
1584	0.1091682386	0.4889615479
1585	0.1091529906	0.4892138886
1586	0.109130304	0.4888992519
1587	0.1090903583	0.4888992519
1588	0.1090689889	0.4892106117
1589	0.1090427612	0.4894823538
1590	0.1090344321	0.4895446497
1591	0.1089986422	0.4895446497
1592	0.1089670847	0.4893218466
1593	0.108951289	0.4893218466
1594	0.108930084	0.4893218466
1595	0.1089076668	0.4893218466
1596	0.108868301	0.4889255127
1597	0.1088414533	0.4889878086
1598	0.1088063068	0.4889878086
1599	0.1087969836	0.488916933
1600	0.1087584903	0.4888906723
1601	0.108744919	0.4888906723
1602	0.1086907572	0.4888875349
1603	0.1086570825	0.4888906723
1604	0.1086331476	0.4888906723
1605	0.1086252511	0.489205309
1606	0.1086127923	0.489205309
1607	0.1085715001	0.4892021716
1608	0.1085513462	0.4889850621
1609	0.1085344728	0.4889850621
1610	0.1085056796	0.4889881995
1611	0.1084656315	0.4889881995
1612	0.1084406734	0.4889881995
1613	0.1084404458	0.4889881995
1614	0.1084111007	0.4889881995
1615	0.1083890897	0.4889881995
1616	0.1083606356	0.4889226266
1617	0.1083544862	0.4889226266
1618	0.1083278166	0.4893332163
1619	0.1083132484	0.4893332163
1620	0.1083066388	0.4893332163
1621	0.1082659675	0.4895713013
1622	0.1082483619	0.4895713013
1623	0.108206261	0.4895713013
1624	0.1081922973	0.4895713013
1625	0.1081616036	0.4895713013
1626	0.1081574739	0.4895713013
1627	0.1081307431	0.489353801
1628	0.1081022276	0.4892829254
1629	0.1080773477	0.4892829254
1630	0.1080384126	0.489353801
1631	0.1080382667	0.489353801
1632	0.1080375031	0.489353801
1633	0.108030629	0.489353801
1634	0.108000359	0.4892562738
1635	0.107969265	0.4892562738
1636	0.1079588003	0.4892562738
1637	0.107949556	0.4892562738
1638	0.1079459043	0.4892562738
1639	0.1079192686	0.4892562738
1640	0.107897064	0.4892562738
1641	0.1078781243	0.4892562738
1642	0.1078747246	0.4892562738
1643	0.1078745639	0.4892562738
1644	0.1078493213	0.4892562738
1645	0.1078286172	0.4892562738
1646	0.1078209995	0.4892562738
1647	0.1078138426	0.4892562738
1648	0.1078087455	0.4892562738
1649	0.1077883258	0.4892562738
1650	0.1077879612	0.4892562738
1651	0.1077616236	0.4892562738
1652	0.1077239265	0.4892562738
1653	0.1077130378	0.4892562738
1654	0.107710426	0.4892562738
1655	0.1077102557	0.4892562738
1656	0.1076862792	0.4892562738
1657	0.1076541293	0.4891957431
1658	0.1076399985	0.489430107
1659	0.1076314968	0.4891957431
1660	0.1076121451	0.489430107
1661	0.1075912865	0.489430107
1662	0.1075451863	0.489430107
1663	0.1075126557	0.4891957431
1664	0.1074841334	0.489430107
1665	0.1074712719	0.489430107
1666	0.1074489455	0.489430107
1667	0.1074364097	0.489430107
1668	0.1074353947	0.489430107
1669	0.1074034873	0.4893592314
1670	0.1073695705	0.4893592314
1671	0.1073490485	0.4894248043
1672	0.107308199	0.4893592314
1673	0.1072828943	0.4898552701
1674	0.1072779104	0.4898552701
1675	0.1072420261	0.4898552701
1676	0.1072201462	0.4899208429
1677	0.1071981216	0.4898552701
1678	0.1071666858	0.4898552701
1679	0.1071455164	0.4898552701
1680	0.1071370843	0.4898552701
1681	0.1071365937	0.4898552701
1682	0.1071282607	0.4898552701
1683	0.1070987113	0.4898552701
1684	0.1070663088	0.4898552701
1685	0.107031419	0.4898552701
1686	0.1070140236	0.4898552701
1687	0.1069872151	0.4898552701
1688	0.1069758963	0.4898552701
1689	0.1069325588	0.4900303961
1690	0.1068883667	0.4900303961
1691	0.1068710744	0.4898565629
1692	0.1068601534	0.4898565629
1693	0.1068344976	0.4900303961
1694	0.1068018944	0.4900303961
1695	0.1067846838	0.4900303961
1696	0.1067415687	0.490095969
1697	0.106741453	0.490095969
1698	0.1067328605	0.490095969
1699	0.106709503	0.490095969
1700	0.1067071027	0.490095969
1701	0.1066811935	0.490095969
1702	0.1066416946	0.490095969
1703	0.1065968552	0.490095969
1704	0.1065557523	0.490095969
1705	0.1065401842	0.490095969
1706	0.1065190812	0.490095969
1707	0.1064694929	0.490095969
1708	0.1064341735	0.4902303117
1709	0.1064074225	0.4896602686
1710	0.1063841547	0.4896602686
1711	0.1063510441	0.4896602686
1712	0.1063048976	0.4896602686
1713	0.1062906557	0.4896602686
1714	0.1062631172	0.4899486445
1715	0.1062459166	0.4899486445
1716	0.1062148781	0.4899486445
1717	0.1062065967	0.4899486445
1718	0.1061985461	0.4899486445
