iter	AverageGain:top=10
1509	0.4818965517
1510	0.4818965517
1511	0.4818965517
1512	0.4818965517
1513	0.4818965517
1514	0.4818965517
1515	0.4818965517
1516	0.4818965517
1517	0.4818965517
1518	0.4818965517
1519	0.4818965517
1520	0.4818965517
1521	0.4818965517
1522	0.4818965517
1523	0.4818965517
1524	0.4818965517
1525	0.4818965517
1526	0.482183908
1527	0.4824712644
1528	0.4824712644
1529	0.482183908
1530	0.4824712644
1531	0.482183908
1532	0.482183908
1533	0.4818965517
1534	0.482183908
1535	0.482183908
1536	0.4818965517
1537	0.4818965517
1538	0.4818965517
1539	0.482183908
1540	0.482183908
1541	0.482183908
1542	0.482183908
1543	0.482183908
1544	0.482183908
1545	0.482183908
1546	0.482183908
1547	0.4824712644
1548	0.4824712644
1549	0.4824712644
1550	0.4824712644
1551	0.4824712644
1552	0.4824712644
1553	0.4824712644
1554	0.4824712644
1555	0.4824712644
1556	0.4824712644
1557	0.4824712644
1558	0.4827586207
1559	0.4827586207
1560	0.4827586207
1561	0.4827586207
1562	0.4827586207
1563	0.4827586207
1564	0.4827586207
1565	0.4827586207
1566	0.4833333333
1567	0.483045977
1568	0.483045977
1569	0.4827586207
1570	0.4827586207
1571	0.4824712644
1572	0.483045977
1573	0.483045977
1574	0.483045977
1575	0.483045977
1576	0.4833333333
1577	0.483908046
1578	0.4836206897
1579	0.4836206897
1580	0.4836206897
1581	0.4836206897
1582	0.4841954023
1583	0.4841954023
1584	0.4841954023
1585	0.4841954023
1586	0.4841954023
1587	0.4841954023
1588	0.4841954023
1589	0.4844827586
1590	0.4841954023
1591	0.4841954023
1592	0.4841954023
1593	0.4841954023
1594	0.4844827586
1595	0.4844827586
1596	0.4844827586
1597	0.4844827586
1598	0.4844827586
1599	0.4844827586
1600	0.4844827586
1601	0.4844827586
1602	0.4844827586
1603	0.4844827586
1604	0.4844827586
1605	0.4844827586
1606	0.4844827586
1607	0.4844827586
1608	0.4844827586
1609	0.4841954023
1610	0.4844827586
1611	0.4844827586
1612	0.4847701149
1613	0.4847701149
1614	0.4847701149
1615	0.4844827586
1616	0.4847701149
1617	0.4844827586
1618	0.4844827586
1619	0.4844827586
1620	0.4847701149
1621	0.4847701149
1622	0.4847701149
1623	0.4847701149
1624	0.4847701149
1625	0.4847701149
1626	0.4847701149
1627	0.4850574713
1628	0.4850574713
1629	0.4850574713
1630	0.4850574713
1631	0.4847701149
1632	0.4847701149
1633	0.4847701149
1634	0.4847701149
1635	0.4847701149
1636	0.4847701149
1637	0.4847701149
1638	0.4847701149
1639	0.4847701149
1640	0.4850574713
1641	0.4850574713
1642	0.4850574713
1643	0.4850574713
1644	0.4850574713
1645	0.4853448276
1646	0.4853448276
1647	0.4850574713
1648	0.4850574713
1649	0.4850574713
1650	0.4847701149
1651	0.4850574713
1652	0.4850574713
1653	0.4850574713
1654	0.4850574713
1655	0.4853448276
1656	0.4853448276
1657	0.4853448276
1658	0.4853448276
1659	0.4853448276
1660	0.4853448276
1661	0.4853448276
1662	0.4853448276
1663	0.4853448276
1664	0.4850574713
1665	0.4850574713
1666	0.4853448276
1667	0.4853448276
1668	0.4853448276
1669	0.4853448276
1670	0.4853448276
1671	0.4853448276
1672	0.4856321839
1673	0.4856321839
1674	0.4856321839
1675	0.4856321839
1676	0.4856321839
1677	0.4856321839
1678	0.4856321839
1679	0.4856321839
1680	0.4856321839
1681	0.4856321839
1682	0.4856321839
1683	0.4856321839
1684	0.4856321839
1685	0.4856321839
1686	0.4856321839
1687	0.4856321839
1688	0.4856321839
1689	0.4856321839
1690	0.4856321839
1691	0.4856321839
1692	0.4856321839
1693	0.4856321839
1694	0.4856321839
1695	0.4859195402
1696	0.4859195402
1697	0.4859195402
1698	0.4859195402
1699	0.4859195402
1700	0.4859195402
1701	0.4859195402
1702	0.4859195402
1703	0.4862068966
1704	0.4862068966
1705	0.4862068966
1706	0.4862068966
1707	0.4859195402
1708	0.4859195402
1709	0.4859195402
1710	0.4862068966
1711	0.4859195402
1712	0.4859195402
1713	0.4859195402
1714	0.4859195402
1715	0.4859195402
1716	0.4859195402
1717	0.4859195402
1718	0.4862068966
1719	0.4862068966
1720	0.4864942529
1721	0.4864942529
1722	0.4864942529
1723	0.4864942529
1724	0.4864942529
1725	0.4864942529
1726	0.4864942529
1727	0.4864942529
1728	0.4864942529
1729	0.4864942529
1730	0.4864942529
1731	0.4864942529
1732	0.4867816092
1733	0.4867816092
1734	0.4867816092
1735	0.4867816092
1736	0.4870689655
1737	0.4870689655
1738	0.4870689655
1739	0.4870689655
1740	0.4870689655
1741	0.4870689655
1742	0.4867816092
1743	0.4867816092
1744	0.4867816092
1745	0.4867816092
1746	0.4870689655
1747	0.4870689655
1748	0.4867816092
1749	0.4867816092
1750	0.4867816092
1751	0.4867816092
1752	0.4867816092
1753	0.4867816092
1754	0.4867816092
1755	0.4867816092
1756	0.4867816092
1757	0.4867816092
1758	0.4867816092
1759	0.4867816092
1760	0.4867816092
1761	0.4867816092
1762	0.4867816092
1763	0.4864942529
1764	0.4867816092
1765	0.4867816092
1766	0.4867816092
1767	0.4867816092
1768	0.4864942529
1769	0.4864942529
1770	0.4867816092
1771	0.4867816092
1772	0.4867816092
1773	0.4867816092
1774	0.4870689655
1775	0.4870689655
1776	0.4873563218
1777	0.4870689655
1778	0.4870689655
1779	0.4870689655
1780	0.4870689655
1781	0.4870689655
1782	0.4870689655
1783	0.4870689655
1784	0.4870689655
1785	0.4870689655
1786	0.4870689655
1787	0.4870689655
1788	0.4870689655
1789	0.4870689655
1790	0.4870689655
1791	0.4873563218
1792	0.4873563218
1793	0.4873563218
1794	0.4876436782
1795	0.4876436782
1796	0.4876436782
1797	0.4876436782
1798	0.4876436782
1799	0.4876436782
1800	0.4876436782
1801	0.4876436782
1802	0.4876436782
1803	0.4879310345
1804	0.4879310345
1805	0.4879310345
1806	0.4879310345
1807	0.4879310345
1808	0.4879310345
1809	0.4879310345
1810	0.4882183908
1811	0.4882183908
1812	0.4882183908
1813	0.4887931034
1814	0.4887931034
1815	0.4885057471
1816	0.4885057471
1817	0.4885057471
1818	0.4885057471
1819	0.4879310345
1820	0.4879310345
1821	0.4882183908
1822	0.4882183908
1823	0.4879310345
1824	0.4879310345
1825	0.4882183908
1826	0.4879310345
1827	0.4882183908
1828	0.4885057471
1829	0.4887931034
1830	0.4882183908
1831	0.4882183908
1832	0.4887931034
1833	0.4887931034
1834	0.4890804598
1835	0.4893678161
1836	0.4893678161
1837	0.4893678161
1838	0.4896551724
1839	0.4896551724
1840	0.4896551724
1841	0.4896551724
1842	0.4896551724
1843	0.4893678161
1844	0.4893678161
1845	0.4893678161
1846	0.4893678161
1847	0.4893678161
1848	0.4893678161
1849	0.4893678161
1850	0.4893678161
1851	0.4893678161
1852	0.4893678161
1853	0.4893678161
1854	0.4893678161
1855	0.4893678161
1856	0.4893678161
1857	0.4896551724
1858	0.4896551724
1859	0.4893678161
1860	0.4893678161
1861	0.4893678161
1862	0.4893678161
1863	0.4893678161
1864	0.4890804598
1865	0.4890804598
1866	0.4890804598
1867	0.4890804598
1868	0.4890804598
1869	0.4890804598
1870	0.4893678161
1871	0.4893678161
1872	0.4893678161
1873	0.4893678161
1874	0.4893678161
1875	0.4893678161
1876	0.4893678161
1877	0.4893678161
1878	0.4893678161
1879	0.4893678161
1880	0.4893678161
1881	0.4893678161
1882	0.4893678161
1883	0.4893678161
1884	0.4893678161
1885	0.4896551724
1886	0.4896551724
1887	0.4896551724
1888	0.4896551724
1889	0.4896551724
1890	0.4896551724
1891	0.4899425287
1892	0.4896551724
1893	0.4896551724
1894	0.4896551724
1895	0.4896551724
1896	0.4896551724
1897	0.4896551724
1898	0.4899425287
1899	0.4893678161
1900	0.4893678161
1901	0.4893678161
1902	0.4896551724
1903	0.4893678161
1904	0.4905172414
1905	0.4908045977
1906	0.4908045977
1907	0.4908045977
1908	0.4908045977
1909	0.4908045977
1910	0.4908045977
1911	0.4905172414
1912	0.4905172414
1913	0.4908045977
1914	0.4908045977
1915	0.4908045977
1916	0.4908045977
1917	0.491091954
1918	0.491091954
1919	0.491091954
1920	0.4908045977
1921	0.491091954
1922	0.491091954
1923	0.491091954
1924	0.491091954
1925	0.491091954
1926	0.4908045977
1927	0.491091954
1928	0.491091954
1929	0.491091954
1930	0.491091954
1931	0.491091954
1932	0.4916666667
1933	0.4913793103
1934	0.4913793103
1935	0.491954023
1936	0.4922413793
1937	0.491954023
1938	0.491954023
1939	0.491954023
1940	0.491954023
1941	0.491954023
1942	0.491954023
1943	0.491954023
1944	0.491954023
1945	0.4922413793
1946	0.4922413793
1947	0.4922413793
1948	0.4922413793
1949	0.4922413793
1950	0.4922413793
1951	0.4922413793
1952	0.4922413793
1953	0.4922413793
1954	0.491954023
1955	0.491954023
1956	0.491954023
1957	0.491954023
1958	0.491954023
1959	0.4922413793
1960	0.4922413793
1961	0.4922413793
1962	0.4922413793
1963	0.4922413793
1964	0.4922413793
1965	0.4922413793
1966	0.4922413793
1967	0.4922413793
1968	0.4922413793
1969	0.491954023
1970	0.491954023
1971	0.4922413793
1972	0.491954023
1973	0.491954023
1974	0.491954023
1975	0.491954023
1976	0.4922413793
1977	0.4922413793
1978	0.4922413793
1979	0.4922413793
1980	0.4922413793
1981	0.4922413793
1982	0.4922413793
1983	0.491954023
1984	0.491954023
1985	0.4922413793
1986	0.4922413793
1987	0.4922413793
1988	0.4922413793
1989	0.4922413793
1990	0.4925287356
1991	0.4922413793
1992	0.4922413793
1993	0.4922413793
1994	0.4922413793
1995	0.4922413793
1996	0.4922413793
1997	0.4922413793
1998	0.4922413793
1999	0.4922413793
