iter	QuerySoftMax	AverageGain:top=1
70	3.483404666	0.6252169078
71	3.470838145	0.6454871388
72	3.463342623	0.6454871388
73	3.449025568	0.6256479537
74	3.442029014	0.6256479537
75	3.424766591	0.6256479537
76	3.41307033	0.6256479537
77	3.400167914	0.6182836012
78	3.386904278	0.6182836012
79	3.370036432	0.6236142203
80	3.362628593	0.6236142203
81	3.351768749	0.6236142203
82	3.334000483	0.6033439893
83	3.323750628	0.6033439893
84	3.312841916	0.6033439893
85	3.295519743	0.6288714609
86	3.285166788	0.6158362453
87	3.280521403	0.6158362453
88	3.275251058	0.6158362453
89	3.265326968	0.6158362453
90	3.26187282	0.6232005979
91	3.249847889	0.6459945459
92	3.245127236	0.6459945459
93	3.239692779	0.6459945459
94	3.234736565	0.6459945459
95	3.229689839	0.6459945459
96	3.219858289	0.6459945459
97	3.20555619	0.6459945459
98	3.194643	0.6459945459
99	3.194450465	0.6459945459
100	3.183401868	0.6590297614
101	3.175120104	0.6459945459
102	3.169110725	0.6459945459
103	3.159194025	0.6459945459
104	3.149662433	0.6386301934
105	3.143400003	0.6516654089
106	3.141573047	0.6516654089
107	3.127120167	0.6516654089
108	3.111548356	0.6516654089
109	3.099059216	0.6569052984
110	3.08541623	0.6569052984
111	3.079914308	0.6569052984
112	3.071368179	0.6569052984
113	3.062374474	0.6569052984
114	3.047276056	0.6516654089
115	3.044590714	0.6516654089
116	3.036954346	0.6516654089
117	3.029041664	0.6516654089
118	3.021480691	0.6516654089
119	3.0095947	0.6752326591
120	2.989709577	0.6927486599
121	2.977548494	0.6927486599
122	2.970651739	0.6927486599
123	2.959001859	0.6979885494
124	2.947849912	0.6979885494
125	2.940040251	0.6979885494
126	2.927552737	0.6979885494
127	2.917243212	0.6979885494
128	2.905405431	0.6979885494
129	2.891927777	0.6979885494
130	2.883697434	0.6979885494
131	2.871735583	0.6979885494
132	2.863116594	0.6979885494
133	2.85557331	0.7256231329
134	2.84837258	0.7256231329
135	2.837163407	0.7256231329
136	2.825801447	0.7413456682
137	2.819065588	0.7413456682
138	2.814921732	0.7413456682
139	2.80512774	0.7413456682
140	2.793577525	0.7413456682
141	2.781437473	0.7413456682
142	2.768158775	0.7413456682
143	2.757547235	0.7413456682
144	2.747218398	0.7448125903
145	2.738792943	0.7646517754
146	2.730447391	0.7646517754
147	2.725391649	0.7646517754
148	2.7147124	0.7646517754
149	2.699312387	0.7646517754
150	2.69093148	0.7646517754
151	2.682249491	0.7801364941
152	2.671708535	0.7801364941
153	2.662797945	0.7801364941
154	2.656944849	0.7801364941
155	2.644751685	0.7801364941
156	2.638502829	0.7801364941
157	2.632835626	0.7801364941
158	2.629340818	0.7801364941
159	2.621100657	0.7801364941
160	2.61643284	0.7801364941
161	2.605036534	0.7801364941
162	2.598178403	0.7801364941
163	2.586429191	0.7801364941
164	2.57412857	0.7801364941
165	2.567660346	0.7801364941
166	2.543462765	0.7801364941
167	2.534145525	0.7801364941
168	2.526291393	0.7801364941
169	2.513318684	0.7801364941
170	2.508298925	0.7801364941
171	2.502463522	0.7801364941
172	2.495027025	0.7850884705
173	2.486973507	0.7850884705
174	2.471020936	0.8021307754
175	2.458615496	0.8021307754
176	2.455787484	0.8021307754
177	2.448452326	0.8021307754
178	2.441714314	0.8021307754
179	2.430761803	0.8021307754
180	2.423517758	0.7901759426
181	2.42122862	0.7901759426
182	2.412396851	0.7901759426
183	2.407133846	0.7901759426
184	2.397699154	0.7901759426
185	2.393837763	0.7901759426
186	2.383684901	0.7901759426
187	2.372423516	0.7852239663
188	2.364516783	0.7921217338
189	2.357842722	0.8040765666
190	2.348362783	0.8040765666
191	2.338407345	0.826165431
192	2.329928316	0.826165431
193	2.321196705	0.826165431
194	2.313503181	0.826165431
195	2.310862849	0.826165431
196	2.300796681	0.826165431
197	2.297802112	0.826165431
198	2.289975444	0.8311174073
199	2.28588489	0.8311174073
200	2.272733124	0.8311174073
201	2.264509848	0.8311174073
202	2.251329136	0.8311174073
203	2.246984708	0.8311174073
204	2.238173342	0.826165431
205	2.230066814	0.826165431
206	2.219182532	0.826165431
207	2.210852523	0.826165431
208	2.199124593	0.826165431
209	2.194182207	0.826165431
210	2.186268118	0.826165431
211	2.180188214	0.826165431
212	2.174299366	0.826165431
213	2.169122315	0.8317351031
214	2.161735067	0.8317351031
215	2.153562279	0.8317351031
216	2.14693103	0.8317351031
217	2.141105102	0.8317351031
218	2.134955807	0.8317351031
219	2.125467724	0.8317351031
220	2.113764693	0.8545131902
221	2.107535853	0.8545131902
222	2.102081592	0.8545131902
223	2.100018551	0.8545131902
224	2.09256017	0.8545131902
225	2.08107293	0.8545131902
226	2.068235983	0.8545131902
227	2.056336643	0.8545131902
228	2.049861469	0.8545131902
229	2.042557564	0.8545131902
230	2.035931556	0.8545131902
231	2.025004554	0.8545131902
232	2.022613893	0.8545131902
233	2.019419548	0.8545131902
234	2.013000749	0.8545131902
235	2.007031117	0.8545131902
236	2.00270362	0.8545131902
237	1.994789318	0.8545131902
238	1.992402699	0.8545131902
239	1.986954331	0.8545131902
240	1.982624698	0.8545131902
241	1.971712184	0.8575093672
242	1.968374802	0.8575093672
243	1.960680624	0.8575093672
244	1.953354351	0.8575093672
245	1.944974518	0.8575093672
246	1.938407887	0.8575093672
247	1.92358927	0.871551263
248	1.915298302	0.871551263
249	1.909563536	0.871551263
250	1.901840859	0.871551263
251	1.896117279	0.871551263
252	1.881198107	0.871551263
253	1.874511185	0.8750825299
254	1.866787751	0.8800345063
255	1.860473773	0.8800345063
256	1.858815684	0.8800345063
257	1.851811092	0.8800345063
258	1.841806411	0.8800345063
259	1.836268235	0.8800345063
260	1.826958838	0.8800345063
261	1.820512851	0.8800345063
262	1.81441665	0.8800345063
263	1.81271431	0.886443243
264	1.802306867	0.882911976
265	1.800260077	0.882911976
266	1.797651565	0.882911976
267	1.790171941	0.886443243
268	1.780601863	0.882296122
269	1.774516953	0.882296122
270	1.767428192	0.882296122
271	1.764364305	0.882296122
272	1.753683245	0.882296122
273	1.750220596	0.882296122
274	1.735278949	0.882296122
275	1.728434916	0.882296122
276	1.7235529	0.882296122
277	1.721104974	0.882296122
278	1.716672075	0.882296122
279	1.711329694	0.882296122
280	1.707859387	0.8858075983
281	1.705407912	0.8858075983
282	1.697483262	0.8858075983
283	1.694312225	0.8858075983
284	1.688026573	0.8858075983
285	1.680021344	0.8858075983
286	1.675336605	0.8858075983
287	1.671261966	0.8858075983
288	1.667822761	0.8858075983
289	1.6608173	0.8858075983
290	1.656380703	0.8858075983
291	1.652573681	0.8858075983
292	1.643502212	0.8858075983
293	1.638443941	0.8858075983
294	1.635399706	0.8858075983
295	1.633689133	0.8858075983
296	1.625463338	0.8858075983
297	1.619883006	0.8858075983
298	1.613335389	0.8858075983
299	1.60612357	0.8897213731
300	1.600922767	0.8897213731
301	1.59452006	0.8897213731
302	1.589507605	0.8897213731
303	1.585446409	0.8897213731
304	1.58277541	0.8897213731
305	1.576915207	0.8897213731
306	1.571120269	0.8897213731
307	1.562777074	0.8897213731
308	1.558092746	0.8897213731
309	1.554559084	0.8897213731
310	1.548566594	0.8897213731
311	1.544220459	0.8897213731
312	1.543174344	0.8897213731
313	1.536181477	0.8897213731
314	1.531319615	0.8897213731
315	1.525414888	0.8897213731
316	1.522535086	0.8897213731
317	1.518424971	0.8897213731
318	1.50687566	0.8949753073
319	1.500086665	0.8949753073
320	1.498451843	0.8949753073
321	1.493331448	0.8949753073
322	1.48781352	0.8949753073
323	1.482031172	0.8949753073
324	1.475251138	0.8949753073
325	1.47249271	0.8949753073
326	1.465173597	0.8949753073
327	1.46069996	0.8949753073
328	1.453112693	0.8949753073
329	1.44500828	0.8949753073
330	1.439125434	0.8949753073
331	1.428478475	0.8949753073
332	1.423488405	0.8949753073
333	1.419447086	0.8949753073
334	1.415105992	0.8949753073
335	1.412141233	0.8949753073
336	1.407634384	0.8949753073
337	1.402971958	0.8949753073
338	1.398883801	0.8949753073
339	1.395351761	0.8949753073
340	1.392303414	0.8949753073
341	1.389298878	0.8949753073
342	1.385898691	0.8949753073
343	1.380553931	0.8949753073
344	1.376709359	0.8949753073
345	1.371787312	0.8949753073
346	1.365541624	0.8949753073
347	1.359037238	0.8949753073
348	1.352751718	0.8949753073
349	1.347705887	0.8949753073
350	1.344969416	0.8949753073
351	1.341835032	0.8949753073
352	1.338695099	0.8949753073
353	1.333850214	0.8949753073
354	1.330715004	0.8949753073
355	1.319796632	0.8949753073
356	1.316711201	0.8949753073
357	1.31465606	0.8949753073
358	1.313553837	0.8949753073
359	1.304684502	0.8949753073
360	1.295974043	0.9156832962
361	1.28579137	0.9156832962
362	1.282502438	0.9156832962
363	1.279985355	0.9156832962
364	1.273802333	0.9156832962
365	1.265559025	0.9156832962
366	1.258318317	0.9156832962
367	1.253606462	0.9156832962
368	1.250709581	0.9156832962
369	1.2478255	0.9156832962
370	1.24511087	0.9156832962
371	1.236397775	0.9156832962
372	1.233600577	0.9156832962
373	1.225136385	0.9156832962
374	1.222708672	0.9156832962
375	1.218998318	0.9156832962
376	1.218175315	0.9156832962
377	1.213522929	0.9156832962
378	1.204762258	0.9156832962
379	1.19631381	0.9156832962
380	1.194723005	0.9156832962
381	1.187520366	0.9156832962
382	1.183177558	0.9156832962
383	1.179259813	0.9156832962
384	1.171489821	0.9156832962
385	1.16815035	0.9156832962
386	1.166930213	0.9156832962
387	1.156709119	0.9156832962
388	1.147284039	0.9156832962
389	1.143833573	0.9156832962
390	1.139728265	0.9156832962
391	1.133896364	0.9212529683
392	1.128255138	0.9212529683
393	1.125717895	0.9212529683
394	1.120183565	0.9212529683
395	1.117827474	0.9263085299
396	1.115716876	0.9263085299
397	1.108302882	0.9263085299
398	1.103705877	0.9212529683
399	1.101323581	0.9212529683
400	1.097980882	0.9212529683
401	1.094976319	0.9212529683
402	1.093425708	0.9212529683
403	1.092308433	0.9212529683
404	1.086090517	0.9212529683
405	1.08267572	0.9212529683
406	1.076795721	0.9212529683
407	1.073555456	0.9212529683
408	1.070996462	0.9212529683
409	1.068703834	0.9212529683
410	1.065491513	0.9212529683
411	1.06163455	0.9212529683
412	1.057897528	0.9212529683
413	1.056490366	0.9212529683
414	1.053268185	0.9212529683
415	1.052221889	0.9212529683
416	1.049194975	0.9212529683
417	1.046704444	0.9212529683
418	1.041975045	0.9212529683
419	1.039078055	0.9212529683
420	1.038310809	0.9212529683
421	1.034763406	0.9212529683
422	1.029373243	0.9212529683
423	1.024634616	0.9212529683
424	1.022616907	0.9212529683
425	1.018487866	0.9212529683
426	1.015613653	0.9212529683
427	1.014837646	0.9212529683
428	1.011539172	0.9212529683
429	1.007229761	0.9212529683
430	1.00543655	0.9212529683
431	1.004219033	0.9212529683
432	1.001510727	0.9212529683
433	0.9948418744	0.9212529683
434	0.9878683258	0.9212529683
435	0.9841428026	0.9212529683
436	0.9794928697	0.9212529683
437	0.9787344717	0.9212529683
438	0.9759076118	0.9212529683
439	0.9739170485	0.9212529683
440	0.9717677128	0.9212529683
441	0.9673436441	0.9212529683
442	0.9640071346	0.9212529683
443	0.9563196639	0.9212529683
444	0.9490399152	0.9231081957
445	0.9462249269	0.9231081957
446	0.9448053107	0.9231081957
447	0.9407563746	0.9231081957
448	0.9392840976	0.9231081957
449	0.9358333951	0.9231081957
450	0.9341404522	0.9231081957
451	0.9318128917	0.9231081957
452	0.9290747532	0.9231081957
453	0.9229901177	0.9231081957
454	0.9210935919	0.9231081957
455	0.9168706506	0.9231081957
456	0.9139549112	0.9231081957
457	0.9090276802	0.9231081957
458	0.9067768465	0.9231081957
459	0.9032885664	0.9231081957
460	0.8978038936	0.9231081957
461	0.8963616287	0.9231081957
462	0.8934606143	0.9231081957
463	0.8920743035	0.9231081957
464	0.8863746988	0.9302211452
465	0.8842108991	0.9302211452
466	0.8825930913	0.9302211452
467	0.8759053178	0.9302211452
468	0.8751194041	0.9302211452
469	0.8735947046	0.9302211452
470	0.8735624076	0.9302211452
471	0.8718938707	0.9302211452
472	0.8667186767	0.9302211452
473	0.8641474679	0.9302211452
474	0.8629766712	0.9302211452
475	0.8604561848	0.9302211452
476	0.8566056365	0.9302211452
477	0.8526762436	0.9302211452
478	0.8493843756	0.9302211452
479	0.8446203181	0.9352767067
480	0.8409551136	0.9352767067
481	0.8381500335	0.9352767067
482	0.8366073421	0.9352767067
483	0.8324859066	0.9352767067
484	0.8310256581	0.9352767067
485	0.827915417	0.9352767067
486	0.8239970921	0.9352767067
487	0.8222373948	0.9352767067
488	0.8172278545	0.9454634915
489	0.8120755372	0.9454634915
490	0.8095745981	0.9454634915
491	0.8091436739	0.9454634915
492	0.8069972766	0.9454634915
493	0.8027501666	0.9454634915
494	0.7985681642	0.9454634915
495	0.7949316764	0.9454634915
496	0.7915735272	0.9454634915
497	0.7870425387	0.9454634915
498	0.7854472523	0.9454634915
499	0.7831108239	0.9454634915
500	0.7804116769	0.9454634915
501	0.7777942869	0.9454634915
502	0.7752201893	0.9454634915
503	0.7722102099	0.9454634915
504	0.7704021244	0.9454634915
505	0.7695509781	0.9454634915
506	0.7687488648	0.9454634915
507	0.7663191222	0.9454634915
508	0.7629741283	0.9454634915
509	0.7595238738	0.9454634915
510	0.7557361829	0.9454634915
511	0.7508725662	0.9454634915
512	0.7475719418	0.9454634915
513	0.7470459534	0.9454634915
514	0.7452371115	0.9454634915
515	0.7444633815	0.9454634915
516	0.7430216693	0.9454634915
517	0.7365425673	0.9454634915
518	0.7328503993	0.9454634915
519	0.7312947597	0.9454634915
520	0.7287085753	0.9454634915
521	0.7265537324	0.9454634915
522	0.7236240218	0.9454634915
523	0.7225730113	0.9454634915
524	0.7173038107	0.9454634915
525	0.715769164	0.9454634915
526	0.7140490106	0.9454634915
527	0.7126865764	0.9454634915
528	0.70969205	0.9574373562
529	0.7090417008	0.9574373562
530	0.7043064617	0.9574373562
531	0.7028679093	0.9574373562
532	0.7004393294	0.9574373562
533	0.6958582719	0.9574373562
534	0.6936450142	0.9574373562
535	0.6918256456	0.9574373562
536	0.6897835295	0.9574373562
537	0.6880041231	0.9574373562
538	0.68650603	0.9574373562
539	0.6832024299	0.9574373562
540	0.6821304118	0.9574373562
541	0.68136453	0.9574373562
542	0.6761118236	0.9574373562
543	0.6744135834	0.9574373562
544	0.6706190142	0.9574373562
545	0.6682886761	0.9574373562
546	0.6682644164	0.9574373562
547	0.6669545164	0.9574373562
548	0.6663790619	0.9574373562
549	0.6639115144	0.9574373562
550	0.6620563778	0.9574373562
551	0.6601164914	0.9574373562
552	0.657876193	0.9574373562
553	0.656574572	0.9574373562
554	0.6544583902	0.9574373562
555	0.6534754587	0.9574373562
556	0.6528660687	0.9574373562
557	0.6516533373	0.9574373562
558	0.6493913192	0.9574373562
559	0.6458730143	0.9716341288
560	0.6412273414	0.9716341288
561	0.6359240467	0.9716341288
562	0.6355592531	0.9716341288
563	0.6334992443	0.9716341288
564	0.6295370971	0.9716341288
565	0.625982671	0.9716341288
566	0.6214925366	0.9716341288
567	0.6189764385	0.9716341288
568	0.6184993174	0.9716341288
569	0.6180939392	0.9716341288
570	0.6147251377	0.9716341288
571	0.613554125	0.9716341288
572	0.6101677754	0.9716341288
573	0.6090529375	0.9716341288
574	0.6061022853	0.9716341288
575	0.6040822294	0.9716341288
576	0.6036059853	0.9716341288
577	0.602384578	0.9716341288
578	0.6009327774	0.9716341288
579	0.5967614097	0.9716341288
580	0.59499269	0.9716341288
581	0.5949742065	0.9716341288
582	0.5934980196	0.9716341288
583	0.5922461012	0.9716341288
584	0.591635928	0.9716341288
585	0.590187787	0.9716341288
586	0.588628639	0.9716341288
587	0.5847829595	0.9716341288
588	0.5841349494	0.9716341288
589	0.5833361989	0.9716341288
590	0.5830057931	0.9716341288
591	0.5807979191	0.9716341288
592	0.5807816121	0.9716341288
593	0.5787308917	0.9716341288
594	0.5777566475	0.9716341288
595	0.5762390449	0.9716341288
596	0.5754630661	0.9716341288
597	0.5734852947	0.9716341288
598	0.5726203129	0.9716341288
599	0.5721419728	0.9716341288
600	0.5708034685	0.9716341288
601	0.5696518583	0.9716341288
602	0.568687574	0.9716341288
603	0.5641371463	0.9716341288
604	0.5618139667	0.9716341288
605	0.5602883372	0.9716341288
606	0.5594225747	0.9716341288
607	0.5579711654	0.9716341288
608	0.5545545873	0.9716341288
609	0.5516163516	0.9716341288
610	0.5495394385	0.9716341288
611	0.5486142045	0.9716341288
612	0.5467408045	0.9716341288
613	0.5460286896	0.9716341288
614	0.5426443159	0.9716341288
615	0.5418892266	0.9716341288
616	0.5401214125	0.9716341288
617	0.5388511617	0.9716341288
618	0.5359795137	0.9716341288
619	0.5330322287	0.9716341288
620	0.5320243191	0.9716341288
621	0.5287027824	0.9716341288
622	0.528271352	0.9716341288
623	0.5280146793	0.9716341288
624	0.5248662223	0.9716341288
625	0.524475083	0.9716341288
626	0.5233030893	0.9725876291
627	0.5200338298	0.9725876291
628	0.5185959485	0.9725876291
629	0.5140109208	0.9725876291
630	0.5122412503	0.9725876291
631	0.5114398277	0.9725876291
632	0.5097366548	0.9725876291
633	0.5062302998	0.9725876291
634	0.5033811099	0.9725876291
635	0.5022988582	0.9725876291
636	0.5018387493	0.9725876291
637	0.5007874098	0.9725876291
638	0.4987940045	0.9725876291
639	0.4976708425	0.9725876291
640	0.4948971584	0.9725876291
641	0.4927155119	0.9725876291
642	0.4893554223	0.9725876291
643	0.4890682972	0.9725876291
644	0.4876415337	0.9725876291
645	0.4865369749	0.9725876291
646	0.4854223626	0.9725876291
647	0.48261055	0.9725876291
648	0.4812267609	0.9725876291
649	0.4794756702	0.9725876291
650	0.4789933132	0.9725876291
651	0.4782494201	0.9725876291
652	0.4745347208	0.9725876291
653	0.4733558866	0.9725876291
654	0.4706157874	0.9725876291
655	0.4699368979	0.9725876291
656	0.4664763416	0.9853756006
657	0.4659717869	0.9853756006
658	0.4641325309	0.9853756006
659	0.460875803	0.9853756006
660	0.4583884413	0.9853756006
661	0.4573855084	0.9853756006
662	0.455879818	0.9853756006
663	0.4534232506	0.9853756006
664	0.4519192423	0.9853756006
665	0.4494011467	0.9853756006
666	0.4483609659	0.9853756006
667	0.4468111245	0.9853756006
668	0.4454369251	0.9853756006
669	0.4443148569	0.9853756006
670	0.4440746053	0.9853756006
671	0.441858054	0.9853756006
672	0.439526045	0.9853756006
673	0.4363165116	0.9853756006
674	0.4344511558	0.9853756006
675	0.4342700632	0.9853756006
676	0.4310857719	0.985936743
677	0.4305579785	0.985936743
678	0.4261724102	0.9853756006
679	0.4258103483	0.9853756006
680	0.425497779	0.9853756006
681	0.4253210996	0.9853756006
682	0.4238936566	0.985936743
683	0.4236559988	0.9853756006
684	0.4230492983	0.9853756006
685	0.4210610791	0.9853756006
686	0.4207652847	0.9853756006
687	0.4179360702	0.9853756006
688	0.414594989	0.9853756006
689	0.4140996744	0.9853756006
690	0.4120111912	0.9853756006
691	0.4102842557	0.9853756006
692	0.407817311	0.9853756006
693	0.4068134781	0.9853756006
694	0.404877681	0.9853756006
695	0.4044675114	0.9853756006
696	0.4015620302	0.9853756006
697	0.3987832907	0.985936743
698	0.3975010947	0.985936743
699	0.3947367325	0.985936743
700	0.392928464	0.985936743
701	0.3918823181	0.985936743
702	0.3892073364	0.985936743
703	0.3889024432	0.985936743
704	0.3876233357	0.985936743
705	0.3874841069	0.985936743
706	0.3849710366	0.985936743
707	0.3841312152	0.985936743
708	0.3836425202	0.985936743
709	0.3827087274	0.985936743
710	0.3803761043	0.985936743
711	0.3787700995	0.985936743
712	0.3777041601	0.985936743
713	0.3761667818	0.985936743
714	0.374172311	0.985936743
715	0.3733418887	0.985936743
716	0.3707542321	0.985936743
717	0.370223115	0.985936743
718	0.3697276907	0.985936743
719	0.3687390658	0.985936743
720	0.367999184	0.985936743
721	0.3673245862	0.985936743
722	0.3650190195	0.985936743
723	0.3641918237	0.985936743
724	0.3633988871	0.985936743
725	0.3614110673	0.985936743
726	0.3606078544	0.985936743
727	0.3588768265	0.985936743
728	0.3584353568	0.985936743
729	0.3567356959	0.985936743
730	0.3562540904	0.985936743
731	0.3555217044	0.985936743
732	0.354997096	0.985936743
733	0.3537102978	0.985936743
734	0.3528009487	0.985936743
735	0.3518208485	0.985936743
736	0.3516371045	0.985936743
737	0.3494390684	0.985936743
738	0.347042385	0.985936743
739	0.3450794449	0.985936743
740	0.3443951127	0.985936743
741	0.34377154	0.985936743
742	0.3417433169	0.985936743
743	0.3407594105	0.985936743
744	0.3398042806	0.985936743
745	0.3379231711	0.985936743
746	0.3375898794	0.985936743
747	0.3370149824	0.985936743
748	0.3358616102	0.985936743
749	0.3352997593	0.985936743
750	0.3342072546	0.985936743
751	0.3325678173	0.985936743
752	0.3306323575	0.985936743
753	0.3288283439	0.985936743
754	0.3271736059	0.985936743
755	0.326476519	0.985936743
756	0.3262189875	0.985936743
757	0.3252929749	0.985936743
758	0.3241904076	0.985936743
759	0.323911792	0.985936743
760	0.3234833775	0.985936743
761	0.3217249343	0.985936743
762	0.3213392066	0.985936743
763	0.3205464127	0.985936743
764	0.320327195	0.985936743
765	0.3186617002	0.985936743
766	0.3179764454	0.985936743
767	0.3172976405	0.985936743
768	0.3157397895	0.985936743
769	0.3150679867	0.985936743
770	0.3142776207	0.985936743
771	0.3136189885	0.985936743
772	0.3130343737	0.985936743
773	0.3113080183	0.985936743
774	0.3105278628	0.985936743
775	0.3091119051	0.985936743
776	0.3077549255	0.985936743
777	0.3074040045	0.985936743
778	0.3059595228	0.985936743
779	0.305142306	0.985936743
780	0.3038869744	0.985936743
781	0.3028223184	0.985936743
782	0.3011648785	0.985936743
783	0.2975299314	0.985936743
784	0.2969800289	0.985936743
785	0.2954055921	0.985936743
786	0.2939112704	0.985936743
787	0.2931847033	0.985936743
788	0.2919945913	0.985936743
789	0.2913523668	0.985936743
790	0.2910603239	0.985936743
791	0.2904925947	0.985936743
792	0.2901450518	0.985936743
793	0.2900014714	0.985936743
794	0.2886183803	0.985936743
795	0.2872947244	0.985936743
796	0.2862137015	0.985936743
797	0.2855667246	0.985936743
798	0.2850145013	0.985936743
799	0.2845020759	0.985936743
800	0.283853319	0.985936743
801	0.2825830465	0.985936743
802	0.2824942401	0.985936743
803	0.2822210028	0.985936743
804	0.2811444628	0.985936743
805	0.2809933297	0.985936743
806	0.2808604467	0.985936743
807	0.2807931817	0.985936743
808	0.2803012009	0.985936743
809	0.2793929588	0.985936743
810	0.2768651498	0.985936743
811	0.2761518618	0.985936743
812	0.2748070036	0.985936743
813	0.2742550948	0.985936743
814	0.2741163953	0.985936743
815	0.2736924305	0.985936743
816	0.273249426	0.985936743
817	0.2727913081	0.985936743
818	0.27232483	0.985936743
819	0.2723191202	0.985936743
820	0.2718023808	0.985936743
821	0.2712846482	0.985936743
822	0.2707770609	0.985936743
823	0.2698831519	0.985936743
824	0.2686985766	0.985936743
825	0.2683607385	0.985936743
826	0.2658888916	0.985936743
827	0.2656345519	0.985936743
828	0.2651622397	0.985936743
829	0.2642468818	0.985936743
830	0.264022292	0.985936743
831	0.2636175647	0.985936743
832	0.2613139409	0.9924024565
833	0.2609831759	0.9924024565
834	0.2608772655	0.9924024565
835	0.2603919906	0.9924024565
836	0.259123533	0.9924024565
837	0.258758464	0.9924024565
838	0.2575727655	0.9924024565
839	0.2574420996	0.9924024565
840	0.2569318002	0.9924024565
841	0.255922098	0.9924024565
842	0.2556845546	0.9924024565
843	0.2549591686	0.9924024565
844	0.2547072695	0.9924024565
845	0.2546254271	0.9924024565
846	0.2520460139	0.9924024565
847	0.2515332083	0.9924024565
848	0.2512045416	0.9924024565
849	0.2509381884	0.9924024565
850	0.2498048005	0.9924024565
851	0.2488279204	0.9924024565
852	0.2469823758	0.9924024565
853	0.2468782762	0.9924024565
854	0.2464218475	0.9924024565
855	0.2460027036	0.9924024565
856	0.2442629661	0.9924024565
857	0.2427638445	0.9924024565
858	0.2426316909	0.9924024565
859	0.242097386	0.9924024565
860	0.2416397303	0.9924024565
861	0.2413430764	0.9924024565
862	0.2405556736	0.9924024565
863	0.2395641083	0.9924024565
864	0.2385171413	0.9924024565
865	0.2376987833	0.9924024565
866	0.2367353922	0.9924024565
867	0.2360588492	0.9924024565
868	0.2358054727	0.9924024565
869	0.2351556822	0.9924024565
870	0.2349956707	0.9924024565
871	0.234531098	0.9924024565
872	0.2335656788	0.9924024565
873	0.2334114072	0.9924024565
874	0.2330538344	0.9924024565
875	0.2325064837	0.9924024565
876	0.2308070118	0.9924024565
877	0.23017977	0.9924024565
878	0.2297365415	0.9924024565
879	0.2294230743	0.9924024565
880	0.2284845836	0.9924024565
881	0.2279523947	0.9924024565
882	0.2277729012	0.9924024565
883	0.2267216644	0.9924024565
884	0.2257635053	0.9924024565
885	0.2253761465	0.9924024565
886	0.2251997108	0.9924024565
887	0.2250506338	0.9924024565
888	0.2249630561	0.9924024565
889	0.2246085266	0.9924024565
890	0.2241497593	0.9924024565
891	0.2226271698	0.9924024565
892	0.2223870297	0.9924024565
893	0.2218592607	0.9924024565
894	0.2215499495	0.9924024565
895	0.2210917579	0.9924024565
896	0.2209247852	0.9924024565
897	0.2205166494	0.9924024565
898	0.2193153598	0.9924024565
899	0.2189987653	0.9924024565
900	0.2179682769	0.9924024565
901	0.2166037702	0.9924024565
902	0.2161945559	0.9924024565
903	0.2159681682	0.9924024565
904	0.2155614095	0.9924024565
905	0.2143338204	0.9924024565
906	0.2141898818	0.9924024565
907	0.2133714526	0.9924024565
908	0.2125842161	0.9924024565
909	0.2118305993	0.9924024565
910	0.2117111119	0.9924024565
911	0.2113072954	0.9924024565
912	0.2109677249	0.9924024565
913	0.2109641461	0.9924024565
