iter	AverageGain:top=10
121	0.3181034483
122	0.3175287356
123	0.3166666667
124	0.316954023
125	0.3158045977
126	0.3158045977
127	0.316954023
128	0.3175287356
129	0.316954023
130	0.3172413793
131	0.316954023
132	0.316091954
133	0.3166666667
134	0.317816092
135	0.317816092
136	0.3175287356
137	0.3172413793
138	0.316954023
139	0.3172413793
140	0.3175287356
141	0.317816092
142	0.3183908046
143	0.3198275862
144	0.3189655172
145	0.3192528736
146	0.3192528736
147	0.3183908046
148	0.3198275862
149	0.3204022989
150	0.3212643678
151	0.3201149425
152	0.3195402299
153	0.3192528736
154	0.3195402299
155	0.3192528736
156	0.3195402299
157	0.3195402299
158	0.3195402299
159	0.3195402299
160	0.3198275862
161	0.3195402299
162	0.3189655172
163	0.3206896552
164	0.3195402299
165	0.3201149425
166	0.3209770115
167	0.3204022989
168	0.3209770115
169	0.3204022989
170	0.3201149425
171	0.3198275862
172	0.3201149425
173	0.3212643678
174	0.3204022989
175	0.3204022989
176	0.3209770115
177	0.3215517241
178	0.3215517241
179	0.3212643678
180	0.3215517241
181	0.3206896552
182	0.3204022989
183	0.3201149425
184	0.3198275862
185	0.3201149425
186	0.3198275862
187	0.3204022989
188	0.3209770115
189	0.3209770115
190	0.3204022989
191	0.3218390805
192	0.3212643678
193	0.3206896552
194	0.3204022989
195	0.3209770115
196	0.3212643678
197	0.3212643678
198	0.3212643678
199	0.3215517241
200	0.3212643678
201	0.3209770115
202	0.3209770115
203	0.3212643678
204	0.3212643678
205	0.3212643678
206	0.3212643678
207	0.3212643678
208	0.3209770115
209	0.3218390805
210	0.3235632184
211	0.3235632184
212	0.3227011494
213	0.3212643678
214	0.3215517241
215	0.3206896552
216	0.3215517241
217	0.3215517241
218	0.3206896552
219	0.3215517241
220	0.3224137931
221	0.3227011494
222	0.3227011494
223	0.3212643678
224	0.3215517241
225	0.3229885057
226	0.3227011494
227	0.3227011494
228	0.3224137931
229	0.3229885057
230	0.3235632184
231	0.3235632184
232	0.3232758621
233	0.3224137931
234	0.3232758621
235	0.3238505747
236	0.3232758621
237	0.3235632184
238	0.3235632184
239	0.3244252874
240	0.3244252874
241	0.324137931
242	0.324137931
243	0.324137931
244	0.3244252874
245	0.3235632184
246	0.3227011494
247	0.3229885057
248	0.3232758621
249	0.3229885057
250	0.3227011494
251	0.3218390805
252	0.3221264368
253	0.3232758621
254	0.3235632184
255	0.3232758621
256	0.3235632184
257	0.3238505747
258	0.325
259	0.325862069
260	0.3255747126
261	0.325862069
262	0.3252873563
263	0.3255747126
264	0.3247126437
265	0.3244252874
266	0.3252873563
267	0.325862069
268	0.3255747126
269	0.3252873563
270	0.3252873563
271	0.325
272	0.325
273	0.325
274	0.3255747126
275	0.325
276	0.325
277	0.325
278	0.325
279	0.3252873563
280	0.3255747126
281	0.325
282	0.325
283	0.3255747126
284	0.3261494253
285	0.3264367816
286	0.3270114943
287	0.3252873563
288	0.3261494253
289	0.325862069
290	0.3264367816
291	0.3278735632
292	0.3278735632
293	0.3278735632
294	0.3284482759
295	0.3284482759
296	0.3284482759
297	0.3284482759
298	0.3284482759
299	0.3284482759
300	0.3278735632
301	0.3278735632
302	0.3293103448
303	0.3287356322
304	0.3287356322
305	0.3287356322
306	0.3287356322
307	0.3287356322
308	0.3284482759
309	0.3287356322
310	0.3287356322
311	0.3290229885
312	0.3287356322
313	0.3287356322
314	0.3284482759
315	0.3284482759
316	0.3284482759
317	0.3284482759
318	0.3293103448
319	0.3290229885
320	0.3293103448
321	0.3295977011
322	0.3298850575
323	0.3295977011
324	0.3301724138
325	0.3301724138
326	0.3295977011
327	0.3295977011
328	0.3298850575
329	0.3298850575
330	0.3304597701
331	0.3301724138
332	0.3318965517
333	0.3318965517
334	0.3333333333
335	0.333045977
336	0.3336206897
337	0.3336206897
338	0.3336206897
339	0.333908046
340	0.333908046
341	0.3344827586
342	0.3341954023
343	0.3347701149
344	0.3347701149
345	0.3347701149
346	0.3353448276
347	0.3356321839
348	0.3353448276
349	0.3353448276
350	0.3359195402
351	0.3364942529
352	0.3364942529
353	0.3367816092
354	0.3367816092
355	0.3367816092
356	0.3367816092
357	0.3367816092
358	0.3367816092
359	0.3367816092
360	0.3350574713
361	0.3350574713
362	0.3362068966
363	0.3350574713
364	0.3350574713
365	0.3350574713
366	0.3350574713
367	0.3350574713
368	0.3350574713
369	0.3347701149
370	0.3347701149
371	0.3353448276
372	0.3356321839
373	0.3359195402
374	0.3362068966
375	0.3356321839
376	0.3367816092
377	0.3367816092
378	0.3362068966
379	0.3370689655
380	0.3367816092
381	0.3362068966
382	0.3359195402
383	0.3373563218
384	0.3373563218
385	0.3373563218
386	0.3367816092
387	0.3370689655
388	0.3367816092
389	0.3367816092
390	0.3370689655
391	0.3367816092
392	0.3370689655
393	0.3370689655
394	0.3370689655
395	0.3373563218
396	0.3376436782
397	0.3376436782
398	0.3376436782
399	0.3382183908
400	0.3382183908
401	0.3382183908
402	0.3396551724
403	0.3393678161
404	0.3385057471
405	0.3382183908
406	0.3382183908
407	0.3382183908
408	0.3382183908
409	0.3379310345
410	0.3379310345
411	0.3379310345
412	0.3379310345
413	0.3379310345
414	0.3379310345
415	0.3379310345
416	0.3373563218
417	0.3373563218
418	0.3373563218
419	0.3385057471
420	0.3393678161
421	0.3396551724
422	0.3396551724
423	0.3396551724
424	0.3405172414
425	0.3396551724
426	0.341091954
427	0.341091954
428	0.341091954
429	0.3399425287
430	0.341091954
431	0.3422413793
432	0.341954023
433	0.341954023
434	0.3422413793
435	0.3416666667
436	0.3416666667
437	0.3416666667
438	0.3413793103
439	0.341954023
440	0.341954023
441	0.3413793103
442	0.341954023
443	0.341954023
444	0.3425287356
445	0.342816092
446	0.342816092
447	0.3431034483
448	0.3431034483
449	0.342816092
450	0.3425287356
451	0.3436781609
452	0.3431034483
453	0.3433908046
454	0.3433908046
455	0.3433908046
456	0.3433908046
457	0.3439655172
458	0.3433908046
459	0.3439655172
460	0.3436781609
461	0.342816092
462	0.342816092
463	0.3431034483
464	0.3431034483
465	0.3431034483
466	0.3433908046
467	0.3431034483
468	0.3436781609
469	0.3436781609
470	0.3439655172
471	0.3439655172
472	0.3445402299
473	0.3439655172
474	0.3439655172
475	0.3439655172
476	0.3439655172
477	0.3439655172
478	0.3439655172
479	0.3439655172
480	0.3445402299
481	0.3442528736
482	0.3442528736
483	0.3445402299
484	0.3445402299
485	0.3445402299
486	0.3445402299
487	0.3442528736
488	0.3445402299
489	0.3445402299
490	0.3445402299
491	0.3445402299
492	0.3445402299
493	0.3456896552
494	0.3456896552
495	0.3454022989
496	0.3454022989
497	0.3451149425
498	0.3448275862
499	0.3448275862
500	0.3454022989
501	0.3448275862
502	0.3448275862
503	0.3451149425
504	0.3456896552
505	0.3456896552
506	0.3456896552
507	0.3456896552
508	0.3456896552
509	0.3456896552
510	0.3456896552
511	0.3456896552
512	0.3456896552
513	0.3456896552
514	0.3456896552
515	0.3459770115
516	0.3456896552
517	0.3451149425
518	0.3451149425
519	0.3451149425
520	0.3451149425
521	0.3451149425
522	0.3454022989
523	0.3454022989
524	0.3456896552
525	0.3456896552
526	0.3456896552
527	0.3459770115
528	0.3456896552
529	0.3456896552
530	0.3459770115
531	0.3459770115
532	0.3456896552
533	0.3456896552
534	0.3456896552
535	0.3459770115
536	0.3459770115
537	0.3459770115
538	0.3459770115
539	0.3459770115
540	0.3459770115
541	0.3465517241
542	0.3459770115
543	0.3456896552
544	0.3465517241
545	0.3456896552
546	0.3465517241
547	0.3465517241
548	0.3465517241
549	0.3465517241
550	0.3465517241
551	0.3468390805
552	0.3468390805
553	0.3471264368
554	0.3468390805
555	0.3468390805
556	0.3465517241
557	0.3465517241
558	0.3465517241
559	0.3468390805
560	0.3465517241
561	0.3465517241
562	0.3468390805
563	0.3468390805
564	0.3468390805
565	0.3474137931
566	0.3474137931
567	0.3468390805
568	0.3468390805
569	0.3468390805
570	0.3471264368
571	0.3471264368
572	0.3471264368
573	0.3471264368
574	0.3474137931
575	0.3474137931
576	0.3477011494
577	0.3477011494
578	0.3477011494
579	0.3482758621
580	0.3477011494
581	0.3482758621
582	0.3482758621
583	0.3482758621
584	0.3485632184
585	0.3488505747
586	0.3485632184
587	0.3485632184
588	0.3479885057
589	0.3482758621
590	0.3479885057
591	0.3479885057
592	0.3479885057
593	0.3479885057
594	0.3488505747
595	0.3482758621
596	0.349137931
597	0.3482758621
598	0.3482758621
599	0.3482758621
600	0.3482758621
601	0.3479885057
602	0.3482758621
603	0.3482758621
604	0.3482758621
605	0.3485632184
606	0.3485632184
607	0.3485632184
608	0.3485632184
609	0.3494252874
610	0.3485632184
611	0.3497126437
612	0.3497126437
613	0.3494252874
614	0.349137931
615	0.349137931
616	0.3497126437
617	0.3502873563
618	0.3502873563
619	0.3502873563
620	0.3502873563
621	0.35
622	0.35
623	0.3505747126
624	0.3505747126
625	0.3505747126
626	0.3505747126
627	0.3505747126
628	0.3505747126
629	0.350862069
630	0.350862069
631	0.3502873563
632	0.3502873563
633	0.3511494253
634	0.3505747126
635	0.3511494253
636	0.3511494253
637	0.3511494253
638	0.3511494253
639	0.3511494253
640	0.3511494253
641	0.3511494253
642	0.3511494253
643	0.3511494253
644	0.3511494253
645	0.3517241379
646	0.3520114943
647	0.3517241379
648	0.3517241379
649	0.3517241379
650	0.3517241379
651	0.3517241379
652	0.3517241379
653	0.3517241379
654	0.3517241379
655	0.3517241379
656	0.3517241379
657	0.3517241379
658	0.3517241379
659	0.3511494253
660	0.3517241379
661	0.3522988506
662	0.3520114943
663	0.3522988506
664	0.3517241379
665	0.3522988506
666	0.3525862069
667	0.3522988506
668	0.3522988506
669	0.3522988506
670	0.3520114943
671	0.3520114943
672	0.3522988506
673	0.3522988506
674	0.3522988506
675	0.3520114943
676	0.3520114943
677	0.3520114943
678	0.3525862069
679	0.3525862069
680	0.3528735632
681	0.3528735632
682	0.3528735632
683	0.3528735632
684	0.3528735632
685	0.3528735632
686	0.3528735632
687	0.3528735632
688	0.3525862069
689	0.3525862069
690	0.3525862069
691	0.3525862069
692	0.3525862069
693	0.3528735632
694	0.3525862069
695	0.3528735632
696	0.3528735632
697	0.3528735632
698	0.3528735632
699	0.3528735632
700	0.3525862069
701	0.3528735632
702	0.3528735632
703	0.3528735632
704	0.3528735632
705	0.3528735632
706	0.3528735632
707	0.3528735632
708	0.3528735632
709	0.3528735632
710	0.3528735632
711	0.3528735632
712	0.3528735632
713	0.3528735632
714	0.3528735632
715	0.3531609195
716	0.3531609195
717	0.3531609195
718	0.3525862069
719	0.3525862069
720	0.3525862069
721	0.3531609195
722	0.3531609195
723	0.3531609195
724	0.3528735632
725	0.3528735632
726	0.3528735632
727	0.3528735632
728	0.3528735632
729	0.3537356322
730	0.3534482759
731	0.3534482759
732	0.3534482759
733	0.3537356322
734	0.3537356322
735	0.3537356322
736	0.3537356322
737	0.3537356322
738	0.3537356322
739	0.3537356322
740	0.3537356322
741	0.3537356322
742	0.3537356322
743	0.3537356322
744	0.3537356322
745	0.3537356322
746	0.3537356322
747	0.3537356322
748	0.3537356322
749	0.3537356322
750	0.3537356322
751	0.3545977011
752	0.3534482759
753	0.3543103448
754	0.3534482759
755	0.3534482759
756	0.3537356322
757	0.3540229885
758	0.3540229885
759	0.3543103448
760	0.3545977011
761	0.3545977011
762	0.3545977011
763	0.3548850575
764	0.3543103448
765	0.3545977011
766	0.3545977011
767	0.3551724138
768	0.3551724138
769	0.3551724138
770	0.3551724138
771	0.3551724138
772	0.3551724138
773	0.3551724138
774	0.3551724138
775	0.3548850575
776	0.3548850575
777	0.3548850575
778	0.3548850575
779	0.3543103448
780	0.3543103448
781	0.3543103448
782	0.3543103448
783	0.3543103448
784	0.3543103448
785	0.3543103448
786	0.3543103448
787	0.3545977011
788	0.3545977011
789	0.3548850575
790	0.3545977011
791	0.3548850575
792	0.3545977011
793	0.3560344828
794	0.3557471264
795	0.3554597701
796	0.3548850575
797	0.3548850575
798	0.3548850575
799	0.3548850575
800	0.3548850575
801	0.3548850575
802	0.3548850575
803	0.3548850575
804	0.3548850575
805	0.3551724138
806	0.3551724138
807	0.3551724138
808	0.3551724138
809	0.3551724138
810	0.3551724138
811	0.3551724138
812	0.3551724138
813	0.3551724138
814	0.3551724138
815	0.3551724138
816	0.3551724138
817	0.3554597701
818	0.3554597701
819	0.3554597701
820	0.3560344828
821	0.3563218391
822	0.3563218391
823	0.3566091954
824	0.3566091954
825	0.3568965517
826	0.3583333333
827	0.358045977
828	0.3583333333
829	0.3583333333
830	0.3583333333
831	0.358045977
832	0.3574712644
833	0.3577586207
834	0.358045977
835	0.358045977
836	0.3583333333
837	0.3583333333
838	0.3577586207
839	0.3583333333
840	0.358045977
841	0.358045977
842	0.3586206897
843	0.358045977
844	0.358045977
845	0.358908046
846	0.3583333333
847	0.3583333333
848	0.358045977
849	0.3577586207
850	0.358045977
851	0.3574712644
852	0.3568965517
853	0.3568965517
854	0.3568965517
855	0.3568965517
856	0.357183908
857	0.357183908
858	0.3568965517
859	0.3568965517
860	0.3574712644
861	0.3574712644
862	0.3566091954
863	0.357183908
864	0.3574712644
865	0.3574712644
866	0.358045977
867	0.358045977
868	0.3583333333
869	0.3583333333
870	0.3586206897
871	0.3586206897
872	0.3586206897
873	0.3586206897
874	0.3586206897
875	0.3586206897
876	0.3586206897
877	0.3591954023
878	0.3586206897
879	0.3586206897
880	0.3591954023
881	0.3591954023
882	0.3591954023
883	0.3591954023
884	0.3591954023
885	0.3591954023
886	0.3591954023
887	0.3591954023
888	0.3591954023
889	0.3591954023
890	0.3591954023
891	0.3591954023
892	0.3591954023
893	0.3591954023
894	0.3591954023
895	0.3591954023
896	0.3591954023
897	0.3591954023
898	0.3591954023
899	0.3591954023
900	0.3594827586
901	0.3594827586
902	0.3594827586
903	0.3603448276
904	0.3600574713
905	0.3603448276
906	0.3606321839
907	0.3606321839
908	0.3609195402
909	0.3606321839
910	0.3600574713
911	0.3597701149
912	0.3600574713
913	0.3603448276
914	0.3606321839
915	0.3603448276
916	0.3600574713
917	0.3606321839
918	0.3612068966
919	0.3603448276
920	0.3603448276
921	0.3603448276
922	0.3603448276
923	0.3606321839
924	0.3606321839
925	0.3606321839
926	0.3600574713
927	0.3606321839
928	0.3606321839
929	0.3609195402
930	0.3609195402
931	0.3609195402
932	0.3609195402
933	0.3609195402
934	0.3617816092
935	0.3617816092
936	0.3617816092
937	0.3617816092
938	0.3617816092
939	0.3617816092
940	0.3617816092
941	0.3617816092
942	0.3614942529
943	0.3614942529
944	0.3606321839
945	0.3606321839
946	0.3603448276
947	0.3603448276
948	0.3617816092
949	0.3623563218
950	0.3623563218
951	0.3612068966
952	0.3612068966
953	0.3620689655
954	0.3620689655
955	0.3620689655
956	0.3620689655
957	0.3620689655
958	0.3620689655
959	0.3620689655
960	0.3620689655
961	0.3620689655
962	0.3623563218
963	0.3626436782
964	0.3626436782
965	0.3626436782
966	0.3626436782
967	0.3632183908
968	0.3626436782
969	0.3626436782
970	0.3626436782
971	0.3626436782
972	0.3620689655
973	0.3617816092
974	0.3617816092
975	0.3617816092
976	0.3617816092
977	0.3617816092
978	0.3617816092
979	0.3617816092
980	0.3620689655
981	0.3620689655
982	0.3626436782
983	0.3626436782
984	0.3626436782
985	0.3626436782
986	0.3626436782
987	0.3626436782
988	0.3626436782
989	0.3626436782
990	0.3626436782
991	0.3632183908
992	0.3632183908
993	0.3632183908
994	0.3632183908
995	0.3632183908
996	0.3632183908
997	0.3632183908
998	0.3632183908
999	0.3626436782
1000	0.3632183908
1001	0.3632183908
1002	0.3632183908
1003	0.3632183908
1004	0.3632183908
1005	0.3632183908
1006	0.3632183908
1007	0.3632183908
1008	0.3632183908
1009	0.3632183908
1010	0.3632183908
1011	0.3632183908
1012	0.3632183908
1013	0.3637931034
1014	0.3637931034
1015	0.3637931034
1016	0.3640804598
1017	0.3640804598
1018	0.3635057471
1019	0.3640804598
1020	0.3643678161
1021	0.3643678161
1022	0.3643678161
1023	0.3643678161
1024	0.3646551724
1025	0.3646551724
1026	0.3652298851
1027	0.3646551724
1028	0.3646551724
1029	0.3646551724
1030	0.3646551724
1031	0.3646551724
1032	0.3646551724
1033	0.3646551724
1034	0.3646551724
1035	0.3658045977
1036	0.3649425287
1037	0.3649425287
1038	0.3649425287
1039	0.3649425287
1040	0.3655172414
1041	0.366091954
1042	0.366091954
1043	0.366091954
1044	0.366954023
1045	0.366954023
1046	0.366954023
1047	0.366954023
1048	0.366954023
1049	0.366954023
1050	0.366954023
1051	0.366954023
1052	0.3666666667
1053	0.366954023
1054	0.3666666667
1055	0.366954023
1056	0.366954023
1057	0.3666666667
1058	0.3666666667
1059	0.3666666667
1060	0.366954023
1061	0.366954023
1062	0.3672413793
1063	0.366954023
1064	0.3672413793
1065	0.3686781609
1066	0.3686781609
1067	0.3686781609
1068	0.3686781609
1069	0.3686781609
1070	0.3686781609
1071	0.3686781609
1072	0.3686781609
1073	0.3686781609
1074	0.3686781609
1075	0.3686781609
1076	0.3686781609
1077	0.3683908046
1078	0.3686781609
1079	0.3686781609
1080	0.3686781609
1081	0.3686781609
1082	0.3686781609
1083	0.3686781609
1084	0.3686781609
1085	0.3681034483
1086	0.3681034483
1087	0.3681034483
1088	0.3681034483
1089	0.3681034483
1090	0.3681034483
1091	0.3681034483
1092	0.3681034483
1093	0.3689655172
1094	0.3689655172
1095	0.3689655172
1096	0.3689655172
1097	0.3689655172
1098	0.3689655172
1099	0.3689655172
1100	0.3686781609
1101	0.3683908046
1102	0.3683908046
1103	0.3689655172
1104	0.3683908046
1105	0.3686781609
1106	0.3681034483
1107	0.3681034483
1108	0.3681034483
1109	0.3686781609
1110	0.3686781609
1111	0.3686781609
1112	0.3686781609
1113	0.3686781609
1114	0.3686781609
1115	0.3686781609
1116	0.3686781609
1117	0.3686781609
1118	0.3686781609
1119	0.3686781609
1120	0.3686781609
1121	0.3686781609
1122	0.3689655172
1123	0.3689655172
1124	0.3689655172
1125	0.3689655172
1126	0.3689655172
1127	0.3689655172
1128	0.3689655172
1129	0.3689655172
1130	0.3689655172
1131	0.3689655172
1132	0.3689655172
1133	0.3689655172
1134	0.3689655172
1135	0.3689655172
1136	0.3686781609
1137	0.3686781609
1138	0.3686781609
1139	0.3686781609
1140	0.3686781609
1141	0.3686781609
1142	0.3686781609
1143	0.3686781609
1144	0.3686781609
1145	0.3686781609
1146	0.3686781609
1147	0.3692528736
1148	0.3692528736
1149	0.3692528736
1150	0.3692528736
1151	0.3695402299
1152	0.3695402299
1153	0.3695402299
1154	0.3695402299
1155	0.3695402299
1156	0.3695402299
1157	0.3695402299
1158	0.3695402299
1159	0.3695402299
1160	0.3695402299
1161	0.3695402299
1162	0.3695402299
1163	0.3695402299
1164	0.3695402299
1165	0.3695402299
1166	0.3695402299
1167	0.3695402299
1168	0.3695402299
1169	0.3695402299
1170	0.3695402299
1171	0.3695402299
1172	0.3695402299
1173	0.3695402299
1174	0.3695402299
1175	0.3695402299
1176	0.3695402299
1177	0.3695402299
1178	0.3695402299
1179	0.3698275862
1180	0.3698275862
1181	0.3698275862
1182	0.3698275862
1183	0.3698275862
1184	0.3704022989
1185	0.3704022989
1186	0.3704022989
1187	0.3701149425
1188	0.3701149425
1189	0.3706896552
1190	0.3704022989
1191	0.3701149425
1192	0.3704022989
1193	0.3706896552
1194	0.3706896552
1195	0.3704022989
1196	0.3706896552
1197	0.3704022989
1198	0.3709770115
1199	0.3709770115
1200	0.3709770115
1201	0.3709770115
1202	0.3709770115
1203	0.3712643678
1204	0.3712643678
1205	0.3712643678
1206	0.3712643678
1207	0.3712643678
1208	0.3712643678
1209	0.3712643678
1210	0.3712643678
1211	0.3712643678
1212	0.3712643678
1213	0.3712643678
1214	0.3712643678
1215	0.3712643678
1216	0.3712643678
1217	0.3712643678
1218	0.3715517241
1219	0.3718390805
1220	0.3712643678
1221	0.3712643678
1222	0.3709770115
1223	0.3709770115
1224	0.3709770115
1225	0.3709770115
1226	0.3712643678
1227	0.3712643678
1228	0.3715517241
1229	0.3709770115
1230	0.3709770115
1231	0.3709770115
1232	0.3709770115
1233	0.3709770115
1234	0.3709770115
1235	0.3709770115
1236	0.3709770115
1237	0.3709770115
1238	0.3709770115
1239	0.3709770115
1240	0.3709770115
1241	0.3709770115
1242	0.3715517241
1243	0.3721264368
1244	0.3721264368
1245	0.3721264368
1246	0.3721264368
1247	0.3721264368
1248	0.3721264368
1249	0.3715517241
1250	0.3721264368
1251	0.3715517241
1252	0.3715517241
1253	0.3721264368
1254	0.3721264368
1255	0.3721264368
1256	0.3721264368
1257	0.3721264368
1258	0.3718390805
1259	0.3721264368
1260	0.3721264368
1261	0.3721264368
1262	0.3721264368
1263	0.3721264368
1264	0.3721264368
1265	0.3724137931
1266	0.3724137931
1267	0.3724137931
1268	0.3724137931
1269	0.3724137931
1270	0.3724137931
1271	0.3724137931
1272	0.3724137931
1273	0.3724137931
1274	0.3724137931
1275	0.3724137931
1276	0.3724137931
1277	0.3724137931
1278	0.3724137931
1279	0.3715517241
1280	0.3715517241
1281	0.3715517241
1282	0.3721264368
1283	0.3721264368
1284	0.3721264368
1285	0.3721264368
1286	0.3715517241
1287	0.3715517241
1288	0.3715517241
1289	0.3724137931
1290	0.3721264368
1291	0.3721264368
1292	0.3721264368
1293	0.3724137931
1294	0.3727011494
1295	0.3721264368
1296	0.3721264368
1297	0.3727011494
1298	0.3721264368
1299	0.3724137931
1300	0.3724137931
1301	0.3724137931
1302	0.3724137931
1303	0.3724137931
1304	0.3724137931
1305	0.3724137931
1306	0.3724137931
1307	0.3729885057
1308	0.3735632184
1309	0.3735632184
1310	0.3729885057
1311	0.3724137931
1312	0.3729885057
1313	0.3729885057
1314	0.3727011494
1315	0.3724137931
1316	0.3729885057
1317	0.3729885057
1318	0.3729885057
1319	0.3729885057
1320	0.3735632184
1321	0.3735632184
1322	0.3729885057
1323	0.3729885057
1324	0.3729885057
1325	0.3724137931
1326	0.3729885057
1327	0.3732758621
1328	0.3735632184
1329	0.3732758621
1330	0.3732758621
1331	0.3732758621
1332	0.3732758621
1333	0.3729885057
1334	0.3729885057
1335	0.3729885057
1336	0.3729885057
1337	0.3729885057
1338	0.3729885057
1339	0.3729885057
1340	0.3724137931
1341	0.3732758621
1342	0.3727011494
1343	0.3732758621
1344	0.3732758621
1345	0.3732758621
1346	0.3732758621
1347	0.3732758621
1348	0.3732758621
1349	0.3732758621
1350	0.3729885057
1351	0.3729885057
1352	0.3735632184
1353	0.3738505747
1354	0.3747126437
1355	0.3747126437
1356	0.3747126437
1357	0.3747126437
1358	0.375
1359	0.375
1360	0.375
1361	0.3752873563
1362	0.3752873563
1363	0.375
1364	0.3752873563
1365	0.3755747126
1366	0.375862069
1367	0.375862069
1368	0.375862069
1369	0.3752873563
1370	0.3752873563
1371	0.375862069
1372	0.375862069
1373	0.3764367816
1374	0.3761494253
1375	0.375862069
1376	0.375862069
1377	0.3761494253
1378	0.3764367816
1379	0.3764367816
1380	0.3767241379
1381	0.3764367816
1382	0.3764367816
1383	0.3764367816
1384	0.3772988506
1385	0.3772988506
1386	0.3772988506
1387	0.3770114943
1388	0.3770114943
1389	0.3770114943
1390	0.3767241379
1391	0.3764367816
1392	0.3767241379
1393	0.3772988506
1394	0.3775862069
1395	0.3775862069
1396	0.3770114943
1397	0.3767241379
1398	0.3767241379
1399	0.3770114943
1400	0.3770114943
1401	0.3770114943
1402	0.3775862069
1403	0.3775862069
1404	0.3775862069
1405	0.3764367816
1406	0.3764367816
1407	0.3770114943
1408	0.3775862069
1409	0.3775862069
1410	0.3775862069
1411	0.3775862069
1412	0.3775862069
1413	0.3775862069
1414	0.3775862069
1415	0.3775862069
1416	0.3778735632
1417	0.3778735632
1418	0.3778735632
1419	0.3778735632
1420	0.3775862069
1421	0.3775862069
1422	0.3775862069
1423	0.3775862069
1424	0.3775862069
1425	0.3775862069
1426	0.3778735632
1427	0.3778735632
1428	0.3778735632
1429	0.3778735632
1430	0.3778735632
1431	0.3775862069
1432	0.3778735632
1433	0.3778735632
1434	0.3778735632
1435	0.3778735632
1436	0.3778735632
1437	0.3778735632
1438	0.3778735632
1439	0.3778735632
1440	0.3778735632
1441	0.3778735632
1442	0.3778735632
1443	0.3778735632
1444	0.3778735632
1445	0.3778735632
1446	0.3778735632
1447	0.3775862069
1448	0.3775862069
1449	0.3775862069
1450	0.3775862069
1451	0.3781609195
1452	0.3781609195
1453	0.3784482759
1454	0.3784482759
1455	0.3778735632
1456	0.3778735632
1457	0.3778735632
1458	0.3778735632
1459	0.3778735632
1460	0.3775862069
1461	0.3775862069
1462	0.3778735632
1463	0.3781609195
1464	0.3781609195
1465	0.3784482759
1466	0.3784482759
1467	0.3787356322
1468	0.3781609195
1469	0.3781609195
1470	0.3784482759
1471	0.3784482759
1472	0.3784482759
1473	0.3784482759
1474	0.3784482759
1475	0.3784482759
1476	0.3784482759
1477	0.3784482759
1478	0.3784482759
1479	0.3787356322
1480	0.3784482759
1481	0.3787356322
1482	0.3784482759
1483	0.3784482759
1484	0.3784482759
1485	0.3784482759
1486	0.3778735632
1487	0.3778735632
1488	0.3778735632
1489	0.3778735632
1490	0.3778735632
1491	0.3781609195
1492	0.3781609195
1493	0.3784482759
1494	0.3784482759
1495	0.3784482759
1496	0.3790229885
1497	0.3790229885
1498	0.3784482759
1499	0.3790229885
1500	0.3790229885
1501	0.3790229885
1502	0.3787356322
1503	0.3790229885
1504	0.3790229885
1505	0.3790229885
1506	0.3793103448
1507	0.3793103448
1508	0.3793103448
1509	0.3801724138
1510	0.3793103448
